CodCirc2,NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,NbVoix,RapportExprimes,RapportInscrits,Elu,CodCirc,CodDept,CodeReg,index,LibCirElec,NbSap,CodReg,CodDpt
76002,5,VIDAL,Annie,Mme,ENS,Ensemble ! (Majorité présidentielle),39754,"59,92","41,51",OUI,7602,76,28,204,2ème circonscription,1,28,76
76002,7,LANCELOT,Vanessa,Mme,RN,Rassemblement National,26594,"40,08","27,77",NON,7602,76,28,204,2ème circonscription,1,28,76
76003,3,DANIEL,Pauline,Mme,RN,Rassemblement National,13533,"33,12","19,16",NON,7603,76,28,205,3ème circonscription,1,28,76
76003,5,BÉNARD,Edouard,M.,UG,Union de la gauche,27329,"66,88","38,69",OUI,7603,76,28,205,3ème circonscription,1,28,76
76004,1,PENNELLE,Guillaume,M.,RN,Rassemblement National,23693,"47,49","27,48",NON,7604,76,28,206,4ème circonscription,1,28,76
76004,3,DUFOUR,Alma,Mme,UG,Union de la gauche,26194,"52,51","30,38",OUI,7604,76,28,206,4ème circonscription,1,28,76
76005,1,LESEUL,Gérard,M.,UG,Union de la gauche,31994,"51,68","33,71",OUI,7605,76,28,207,5ème circonscription,1,28,76
76005,2,MONTIER,Jean-Cyril,M.,RN,Rassemblement National,29908,"48,32","31,51",NON,7605,76,28,207,5ème circonscription,1,28,76
76006,1,JUMEL,Sébastien,M.,UG,Union de la gauche,34571,"48,79","31,64",NON,7606,76,28,208,6ème circonscription,1,28,76
76006,5,MARTIN,Patrice,M.,RN,Rassemblement National,36281,"51,21","33,20",OUI,7606,76,28,208,6ème circonscription,1,28,76
76007,1,FIRMIN LE BODO,Agnès,Mme,HOR,Horizons,36050,"66,18","42,14",OUI,7607,76,28,209,7ème circonscription,1,28,76
76007,6,THOMAS,Anaïs,Mme,RN,Rassemblement National,18423,"33,82","21,54",NON,7607,76,28,209,7ème circonscription,1,28,76
76008,4,LE COZ,Isabelle,Mme,RN,Rassemblement National,13485,"36,92","20,91",NON,7608,76,28,210,8ème circonscription,1,28,76
76008,5,LECOQ,Jean-Paul,M.,UG,Union de la gauche,23040,"63,08","35,73",OUI,7608,76,28,210,8ème circonscription,1,28,76
76009,1,POTIER,Douglas,M.,RN,Rassemblement National,31122,"49,66","32,61",NON,7609,76,28,211,9ème circonscription,1,28,76
76009,4,POUSSIER-WINSBACK,Marie-Agnès,Mme,HOR,Horizons,31548,"50,34","33,05",OUI,7609,76,28,211,9ème circonscription,1,28,76
76010,4,LE BOURGEOIS,Robert,M.,RN,Rassemblement National,38606,"51,67","34,82",OUI,7610,76,28,212,10ème circonscription,1,28,76
76010,5,BATUT,Xavier,M.,HOR,Horizons,36115,"48,33","32,57",NON,7610,76,28,212,10ème circonscription,1,28,76
02002,1,DIVE,Julien,M.,LR,Les Républicains,22933,"50,58","31,34",OUI,0202,02,32,214,2ème circonscription,1,32,02
02002,5,TORRE,Philippe,M.,RN,Rassemblement National,22409,"49,42","30,62",NON,0202,02,32,214,2ème circonscription,1,32,02
59001,4,LECLERCQ,Carole,Mme,RN,Rassemblement National,8802,"24,51","14,26",NON,5901,59,32,218,1ère circonscription,1,32,59
59001,14,LE COQ,Aurélien,M.,UG,Union de la gauche,27116,"75,49","43,94",OUI,5901,59,32,218,1ère circonscription,1,32,59
59002,1,BERNALICIS,Ugo,M.,UG,Union de la gauche,29571,"53,20","33,84",OUI,5902,59,32,219,2ème circonscription,1,32,59
59002,5,GUÉRARD,Philippe,M.,RN,Rassemblement National,13072,"23,52","14,96",NON,5902,59,32,219,2ème circonscription,1,32,59
59002,6,SALANON,Violette,Mme,ENS,Ensemble ! (Majorité présidentielle),12937,"23,28","14,80",NON,5902,59,32,219,2ème circonscription,1,32,59
59004,3,LISO,Brigitte,Mme,ENS,Ensemble ! (Majorité présidentielle),27461,"40,17","26,96",OUI,5904,59,32,221,4ème circonscription,1,32,59
59004,6,MORAND,Anne,Mme,RN,Rassemblement National,19502,"28,53","19,15",NON,5904,59,32,221,4ème circonscription,1,32,59
59004,7,BRUN,Charlotte,Mme,UG,Union de la gauche,21395,"31,30","21,00",NON,5904,59,32,221,4ème circonscription,1,32,59
59005,3,CATTEAU,Victor,M.,RN,Rassemblement National,28626,"43,35","27,98",NON,5905,59,32,222,5ème circonscription,1,32,59
59005,5,HUYGHE,Sébastien,M.,DVD,Divers droite,37411,"56,65","36,57",OUI,5905,59,32,222,5ème circonscription,1,32,59
59006,3,PARMENTIER-LECOCQ,Charlotte,Mme,ENS,Ensemble ! (Majorité présidentielle),39467,"60,31","41,52",OUI,5906,59,32,223,6ème circonscription,1,32,59
59006,4,QUATREBOEUFS,Marie Hélène,Mme,UXD,Union de l'extrême droite,25978,"39,69","27,33",NON,5906,59,32,223,6ème circonscription,1,32,59
59007,1,GERARD,Félicie,Mme,HOR,Horizons,18612,"39,53","25,34",OUI,5907,59,32,224,7ème circonscription,1,32,59
59007,2,SAYAH,Céline,Mme,RN,Rassemblement National,13408,"28,47","18,25",NON,5907,59,32,224,7ème circonscription,1,32,59
59007,5,CHOUIA,Karima,Mme,UG,Union de la gauche,15067,"32,00","20,51",NON,5907,59,32,224,7ème circonscription,1,32,59
59008,1,LEYS,Ethan,M.,RN,Rassemblement National,12250,"35,68","17,76",NON,5908,59,32,225,8ème circonscription,1,32,59
59008,2,GUIRAUD,David,M.,UG,Union de la gauche,22080,"64,32","32,02",OUI,5908,59,32,225,8ème circonscription,1,32,59
59009,2,LANDRU,Christine,Mme,RN,Rassemblement National,13616,"22,68","14,79",NON,5909,59,32,226,9ème circonscription,1,32,59
59009,3,SPILLEBOUT,Violette,Mme,ENS,Ensemble ! (Majorité présidentielle),27081,"45,10","29,41",OUI,5909,59,32,226,9ème circonscription,1,32,59
59009,7,VIDAL-SAGNIER,Odile,Mme,UG,Union de la gauche,19351,"32,23","21,02",NON,5909,59,32,226,9ème circonscription,1,32,59
59010,1,VERBRUGGHE,Bastien,M.,RN,Rassemblement National,18001,"38,63","21,63",NON,5910,59,32,227,10ème circonscription,1,32,59
59010,5,DARMANIN,Gérald,M.,ENS,Ensemble ! (Majorité présidentielle),28603,"61,37","34,37",OUI,5910,59,32,227,10ème circonscription,1,32,59
59011,3,MOULIN,Maxime,M.,RN,Rassemblement National,21347,"38,75","22,90",NON,5911,59,32,228,11ème circonscription,1,32,59
59011,4,VICOT,Roger,M.,UG,Union de la gauche,33740,"61,25","36,19",OUI,5911,59,32,228,11ème circonscription,1,32,59
59013,1,GOKEL,Julien,M.,DIV,Divers,26769,"53,76","31,10",OUI,5913,59,32,230,13ème circonscription,1,32,59
59013,3,ACCART,Maxence,M.,RN,Rassemblement National,23021,"46,24","26,75",NON,5913,59,32,230,13ème circonscription,1,32,59
59014,3,GARDES,Jean-Baptiste,M.,UXD,Union de l'extrême droite,32114,"49,85","32,29",NON,5914,59,32,231,14ème circonscription,1,32,59
59014,5,CHRISTOPHE,Paul,M.,DVD,Divers droite,32303,"50,15","32,48",OUI,5914,59,32,231,14ème circonscription,1,32,59
59015,1,BERTELOOT,Pierrick,M.,RN,Rassemblement National,31970,"49,80","32,75",NON,5915,59,32,232,15ème circonscription,1,32,59
59015,3,BATAILLE,Jean-Pierre,M.,DVD,Divers droite,32228,"50,20","33,01",OUI,5915,59,32,232,15ème circonscription,1,32,59
59017,1,TESSON,Thierry,M.,RN,Rassemblement National,23873,"55,80","32,31",OUI,5917,59,32,234,17ème circonscription,1,32,59
59017,3,CHÉREAU,Frédéric,M.,UG,Union de la gauche,18913,"44,20","25,60",NON,5917,59,32,234,17ème circonscription,1,32,59
59021,4,BARA,Laurence,Mme,RN,Rassemblement National,22974,"48,41","28,30",NON,5921,59,32,238,21ème circonscription,1,32,59
59021,6,LÉTARD,Valérie,Mme,UDI,Union des Démocrates et Indépendants,24485,"51,59","30,16",OUI,5921,59,32,238,21ème circonscription,1,32,59
60001,4,HABERT-DASSAULT,Victor,M.,LR,Les Républicains,25070,"48,31","30,11",NON,6001,60,32,239,1ère circonscription,1,32,60
60001,7,MARAIS-BEUIL,Claire,Mme,RN,Rassemblement National,26824,"51,69","32,22",OUI,6001,60,32,239,1ère circonscription,1,32,60
60003,1,SABATOU,Alexandre,M.,RN,Rassemblement National,21940,"51,96","29,44",OUI,6003,60,32,241,3ème circonscription,1,32,60
60003,2,KA,Amadou,M.,UG,Union de la gauche,20281,"48,04","27,22",NON,6003,60,32,241,3ème circonscription,1,32,60
60004,2,WOERTH,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),32174,"53,45","34,15",OUI,6004,60,32,242,4ème circonscription,1,32,60
60004,7,GRIMPRET,Mathieu,M.,RN,Rassemblement National,28026,"46,55","29,75",NON,6004,60,32,242,4ème circonscription,1,32,60
60005,3,BRASSENS,Bertrand,M.,UG,Union de la gauche,19575,"44,24","26,58",NON,6005,60,32,243,5ème circonscription,1,32,60
60005,6,VOS,Frédéric Pierre,M.,RN,Rassemblement National,24669,"55,76","33,50",OUI,6005,60,32,243,5ème circonscription,1,32,60
60006,1,GUINIOT,Michel,M.,RN,Rassemblement National,25058,"52,44","33,03",OUI,6006,60,32,244,6ème circonscription,1,32,60
60006,5,LECA,Daniel,M.,UDI,Union des Démocrates et Indépendants,22725,"47,56","29,96",NON,6006,60,32,244,6ème circonscription,1,32,60
60007,2,MAGNIER,David,M.,RN,Rassemblement National,21662,"43,85","28,08",OUI,6007,60,32,245,7ème circonscription,1,32,60
60007,6,MINOT,Maxime,M.,LR,Les Républicains,10734,"21,73","13,92",NON,6007,60,32,245,7ème circonscription,1,32,60
60007,7,PEN,Loïc,M.,UG,Union de la gauche,16999,"34,41","22,04",NON,6007,60,32,245,7ème circonscription,1,32,60
62002,3,PANNIER-RUNACHER,Agnès,Mme,ENS,Ensemble ! (Majorité présidentielle),31642,"55,84","35,71",OUI,6202,62,32,247,2ème circonscription,1,32,62
62002,4,HEUSÈLE,Alban,M.,RN,Rassemblement National,25028,"44,16","28,25",NON,6202,62,32,247,2ème circonscription,1,32,62
62004,1,DOLLE,Benoît,M.,RN,Rassemblement National,29228,"49,15","32,49",NON,6204,62,32,249,4ème circonscription,1,32,62
62004,8,FAIT,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),30237,"50,85","33,61",OUI,6204,62,32,249,4ème circonscription,1,32,62
62005,2,GOLLIOT,Antoine,M.,RN,Rassemblement National,27176,"50,45","29,89",OUI,6205,62,32,250,5ème circonscription,1,32,62
62005,5,BARBARIN,Olivier,M.,UG,Union de la gauche,26687,"49,55","29,35",NON,6205,62,32,250,5ème circonscription,1,32,62
62007,1,DUMONT,Pierre-Henri,M.,LR,Les Républicains,27177,"48,14","28,70",NON,6207,62,32,252,7ème circonscription,1,32,62
62007,3,DE FLEURIAN,Marc,M.,RN,Rassemblement National,29282,"51,86","30,93",OUI,6207,62,32,252,7ème circonscription,1,32,62
62008,1,EVRARD,Auguste,M.,RN,Rassemblement National,29775,"52,27","32,23",OUI,6208,62,32,253,8ème circonscription,1,32,62
62008,3,PETIT,Bertrand,M.,UG,Union de la gauche,27186,"47,73","29,42",NON,6208,62,32,253,8ème circonscription,1,32,62
62009,1,COISNE,Hadrien,M.,ENS,Ensemble ! (Majorité présidentielle),22674,"45,36","28,07",NON,6209,62,32,254,9ème circonscription,1,32,62
62009,4,PARMENTIER,Caroline,Mme,RN,Rassemblement National,27318,"54,64","33,82",OUI,6209,62,32,254,9ème circonscription,1,32,62
80001,2,RIBEIRO BILLET,Nathalie,Mme,RN,Rassemblement National,24083,"47,05","28,98",NON,8001,80,32,258,1ère circonscription,1,32,80
80001,5,RUFFIN,François,M.,UG,Union de la gauche,27108,"52,95","32,62",OUI,8001,80,32,258,1ère circonscription,1,32,80
80002,3,TOUMI,Damien,M.,RN,Rassemblement National,16145,"31,15","20,87",NON,8002,80,32,259,2ème circonscription,1,32,80
80002,6,DE JENLIS,Hubert,M.,ENS,Ensemble ! (Majorité présidentielle),17153,"33,09","22,18",NON,8002,80,32,259,2ème circonscription,1,32,80
80002,7,HAMDANE,Zahia,Mme,UG,Union de la gauche,18538,"35,76","23,97",OUI,8002,80,32,259,2ème circonscription,1,32,80
80003,4,MAQUET,Emmanuel,M.,LR,Les Républicains,25383,"45,93","30,95",NON,8003,80,32,260,3ème circonscription,1,32,80
80003,7,RENAULT,Matthias,M.,RN,Rassemblement National,29876,"54,07","36,42",OUI,8003,80,32,260,3ème circonscription,1,32,80
80004,2,GEST,Anthony,M.,ENS,Ensemble ! (Majorité présidentielle),23276,"42,52","27,35",NON,8004,80,32,261,4ème circonscription,1,32,80
80004,5,TANGUY,Jean-Philippe,M.,RN,Rassemblement National,31468,"57,48","36,98",OUI,8004,80,32,261,4ème circonscription,1,32,80
08001,3,TERMET,Flavien,M.,RN,Rassemblement National,24184,"52,99","34,22",OUI,0801,08,44,263,1ère circonscription,1,44,08
08001,8,VUIBERT,Lionel,M.,ENS,Ensemble ! (Majorité présidentielle),21458,"47,01","30,36",NON,0801,08,44,263,1ère circonscription,1,44,08
08002,3,MESTER,Pauline,Mme,RN,Rassemblement National,16280,"44,37","27,01",NON,0802,08,44,264,2ème circonscription,1,44,08
08002,6,CORDIER,Pierre,M.,DVD,Divers droite,20415,"55,63","33,87",OUI,0802,08,44,264,2ème circonscription,1,44,08
08003,2,WARSMANN,Jean-Luc,M.,DVD,Divers droite,19506,"54,44","35,80",OUI,0803,08,44,265,3ème circonscription,1,44,08
08003,3,ROGER,Isabelle,Mme,RN,Rassemblement National,16321,"45,56","29,95",NON,0803,08,44,265,3ème circonscription,1,44,08
10002,3,BAZIN-MALGRAS,Valérie,Mme,LR,Les Républicains,25420,"52,17","34,36",OUI,1002,10,44,267,2ème circonscription,1,44,10
10002,5,FERRAND,Albéric,M.,RN,Rassemblement National,23306,"47,83","31,50",NON,1002,10,44,267,2ème circonscription,1,44,10
10003,1,GIRARDIN,Olivier,M.,UG,Union de la gauche,18624,"47,48","28,44",NON,1003,10,44,268,3ème circonscription,1,44,10
10003,3,RANC,Angélique,Mme,RN,Rassemblement National,20600,"52,52","31,45",OUI,1003,10,44,268,3ème circonscription,1,44,10
51001,1,ALBERTINI,Xavier,M.,ENS,Ensemble ! (Majorité présidentielle),27419,"60,15","36,36",OUI,5101,51,44,269,1ère circonscription,1,44,51
51001,2,MEXIS,Adrien,M.,UXD,Union de l'extrême droite,18165,"39,85","24,09",NON,5101,51,44,269,1ère circonscription,1,44,51
51002,5,FRIGOUT,Anne-Sophie,Mme,RN,Rassemblement National,19859,"41,92","26,61",NON,5102,51,44,270,2ème circonscription,1,44,51
51002,7,MILLER,Laure,Mme,ENS,Ensemble ! (Majorité présidentielle),27511,"58,08","36,86",OUI,5102,51,44,270,2ème circonscription,1,44,51
51003,5,MICHELET,Maxime,M.,UXD,Union de l'extrême droite,25259,"50,88","32,18",OUI,5103,51,44,271,3ème circonscription,1,44,51
51003,6,GIRARDIN,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),24384,"49,12","31,07",NON,5103,51,44,271,3ème circonscription,1,44,51
51004,5,MAGNIER,Lise,Mme,ENS,Ensemble ! (Majorité présidentielle),25550,"52,22","32,80",OUI,5104,51,44,272,4ème circonscription,1,44,51
51004,6,BISIAUX,Achille,M.,RN,Rassemblement National,23378,"47,78","30,01",NON,5104,51,44,272,4ème circonscription,1,44,51
51005,2,BESSON,Thierry,M.,RN,Rassemblement National,25947,"49,57","34,33",NON,5105,51,44,273,5ème circonscription,1,44,51
51005,4,DE COURSON,Charles,M.,DVC,Divers centre,26393,"50,43","34,92",OUI,5105,51,44,273,5ème circonscription,1,44,51
52001,4,BENTZ,Christophe,M.,RN,Rassemblement National,23772,"53,90","34,37",OUI,5201,52,44,274,1ère circonscription,1,44,52
52001,5,ABBA,Bérangère,Mme,ENS,Ensemble ! (Majorité présidentielle),20335,"46,10","29,40",NON,5201,52,44,274,1ère circonscription,1,44,52
54001,1,MERCIER,Estelle,Mme,UG,Union de la gauche,32531,"63,96","39,07",OUI,5401,54,44,276,1ère circonscription,1,44,54
54001,4,MELET,Patricia,Mme,RN,Rassemblement National,18334,"36,04","22,02",NON,5401,54,44,276,1ère circonscription,1,44,54
54002,1,MAILLOT,Geneviève,Mme,RN,Rassemblement National,10709,"23,49","15,77",NON,5402,54,44,277,2ème circonscription,1,44,54
54002,3,LACRESSE,Emmanuel,M.,ENS,Ensemble ! (Majorité présidentielle),14284,"31,34","21,03",NON,5402,54,44,277,2ème circonscription,1,44,54
54002,5,HABLOT,Stéphane,M.,UG,Union de la gauche,20588,"45,17","30,31",OUI,5402,54,44,277,2ème circonscription,1,44,54
54003,2,WEBER,Frédéric,M.,RN,Rassemblement National,23252,"53,63","28,94",OUI,5403,54,44,278,3ème circonscription,1,44,54
54003,4,ETIENNE,Martine,Mme,UG,Union de la gauche,20104,"46,37","25,02",NON,5403,54,44,278,3ème circonscription,1,44,54
54004,4,BILDE,Dominique,Mme,RN,Rassemblement National,30213,"47,70","31,34",NON,5404,54,44,279,4ème circonscription,1,44,54
54004,5,BAZIN,Thibault,M.,LR,Les Républicains,33130,"52,30","34,36",OUI,5404,54,44,279,4ème circonscription,1,44,54
54005,1,PECHER,Louis-Joseph,M.,EXD,Extrême droite,23216,"45,27","29,50",NON,5405,54,44,280,5ème circonscription,1,44,54
54005,2,POTIER,Dominique,M.,UG,Union de la gauche,28073,"54,73","35,67",OUI,5405,54,44,280,5ème circonscription,1,44,54
54006,5,BOULOGNE,Anthony,M.,RN,Rassemblement National,28024,"54,64","32,00",OUI,5406,54,44,281,6ème circonscription,1,44,54
54006,7,FIAT,Caroline,Mme,UG,Union de la gauche,23264,"45,36","26,56",NON,5406,54,44,281,6ème circonscription,1,44,54
55001,2,PANCHER,Bertrand,M.,DVD,Divers droite,24910,"49,50","33,25",NON,5501,55,44,282,1ère circonscription,1,44,55
55001,6,AMBLARD,Maxime,M.,RN,Rassemblement National,25417,"50,50","33,93",OUI,5501,55,44,282,1ère circonscription,1,44,55
57001,2,BELHADDAD,Belkhir,M.,ENS,Ensemble ! (Majorité présidentielle),31517,"55,70","33,54",OUI,5701,57,44,284,1ère circonscription,1,44,57
57001,3,LALOUX,Grégoire,M.,RN,Rassemblement National,25070,"44,30","26,68",NON,5701,57,44,284,1ère circonscription,1,44,57
57002,1,VOINCON,Marie-Claude,Mme,RN,Rassemblement National,20480,"42,35","26,66",NON,5702,57,44,285,2ème circonscription,1,44,57
57002,3,MENDES,Ludovic,M.,ENS,Ensemble ! (Majorité présidentielle),27875,"57,65","36,29",OUI,5702,57,44,285,2ème circonscription,1,44,57
57003,1,CHOMARD,Victor,M.,RN,Rassemblement National,18347,"38,22","24,12",NON,5703,57,44,286,3ème circonscription,1,44,57
57003,4,COLIN-OESTERLÉ,Nathalie,Mme,UDI,Union des Démocrates et Indépendants,29657,"61,78","38,99",OUI,5703,57,44,286,3ème circonscription,1,44,57
57004,6,DI FILIPPO,Fabien,M.,LR,Les Républicains,29287,"54,83","36,25",OUI,5704,57,44,287,4ème circonscription,1,44,57
57004,7,SIMON,Océane,Mme,RN,Rassemblement National,24127,"45,17","29,87",NON,5704,57,44,287,4ème circonscription,1,44,57
57005,4,JENFT,Pascal,M.,RN,Rassemblement National,23584,"52,64","32,71",OUI,5705,57,44,288,5ème circonscription,1,44,57
57005,6,SEITLINGER,Vincent,M.,LR,Les Républicains,21219,"47,36","29,43",NON,5705,57,44,288,5ème circonscription,1,44,57
57008,3,JACOBELLI,Laurent,M.,RN,Rassemblement National,26435,"54,41","28,93",OUI,5708,57,44,291,8ème circonscription,1,44,57
57008,4,LEGER,Céline,Mme,UG,Union de la gauche,22147,"45,59","24,24",NON,5708,57,44,291,8ème circonscription,1,44,57
57009,1,PHILIPPO,Baptiste,M.,RN,Rassemblement National,26700,"41,87","26,50",NON,5709,57,44,292,9ème circonscription,1,44,57
57009,4,RAUCH,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),37070,"58,13","36,80",OUI,5709,57,44,292,9ème circonscription,1,44,57
67001,11,LOOS,Etienne,M.,ENS,Ensemble ! (Majorité présidentielle),16399,"41,19","26,21",NON,6701,67,44,293,1ère circonscription,1,44,67
67001,15,REGOL,Sandra,Mme,UG,Union de la gauche,23414,"58,81","37,42",OUI,6701,67,44,293,1ère circonscription,1,44,67
67002,1,JORON,Virginie,Mme,RN,Rassemblement National,11326,"22,94","15,51",NON,6702,67,44,294,2ème circonscription,1,44,67
67002,3,FERNANDES,Emmanuel,M.,UG,Union de la gauche,24089,"48,79","32,99",OUI,6702,67,44,294,2ème circonscription,1,44,67
67002,10,BREITMAN,Rebecca,Mme,ENS,Ensemble ! (Majorité présidentielle),13962,"28,28","19,12",NON,6702,67,44,294,2ème circonscription,1,44,67
67003,6,STUDER,Bruno,M.,ENS,Ensemble ! (Majorité présidentielle),15115,"32,46","21,30",NON,6703,67,44,295,3ème circonscription,1,44,67
67003,8,SOTHER,Thierry,M.,UG,Union de la gauche,20150,"43,27","28,40",OUI,6703,67,44,295,3ème circonscription,1,44,67
67003,9,DÔ,Stéphanie,Mme,RN,Rassemblement National,11302,"24,27","15,93",NON,6703,67,44,295,3ème circonscription,1,44,67
67004,2,DAUBENBERGER,Delphine,Mme,RN,Rassemblement National,26130,"38,56","26,38",NON,6704,67,44,296,4ème circonscription,1,44,67
67004,7,BUFFET,Françoise,Mme,ENS,Ensemble ! (Majorité présidentielle),41629,"61,44","42,02",OUI,6704,67,44,296,4ème circonscription,1,44,67
67005,2,SITZENSTUHL,Charles,M.,ENS,Ensemble ! (Majorité présidentielle),39124,"55,18","36,36",OUI,6705,67,44,297,5ème circonscription,1,44,67
67005,5,ESTEVE,Thomas,M.,RN,Rassemblement National,31778,"44,82","29,53",NON,6705,67,44,297,5ème circonscription,1,44,67
67006,1,MOREL,Louise,Mme,ENS,Ensemble ! (Majorité présidentielle),35890,"55,02","36,52",OUI,6706,67,44,298,6ème circonscription,1,44,67
67006,7,COUSSEDIERE,Vincent,M.,RN,Rassemblement National,29338,"44,98","29,85",NON,6706,67,44,298,6ème circonscription,1,44,67
67007,1,HETZEL,Patrick,M.,LR,Les Républicains,30986,"54,80","35,96",OUI,6707,67,44,299,7ème circonscription,1,44,67
67007,6,KIEFFER,Denis,M.,RN,Rassemblement National,25558,"45,20","29,66",NON,6707,67,44,299,7ème circonscription,1,44,67
67008,3,BERNHARDT,Théo,M.,RN,Rassemblement National,31015,"51,44","32,75",OUI,6708,67,44,300,8ème circonscription,1,44,67
67008,4,KOCHERT,Stéphanie,Mme,ENS,Ensemble ! (Majorité présidentielle),29284,"48,56","30,92",NON,6708,67,44,300,8ème circonscription,1,44,67
67009,2,THIEBAUT,Vincent,M.,ENS,Ensemble ! (Majorité présidentielle),34046,"54,06","35,36",OUI,6709,67,44,301,9ème circonscription,1,44,67
67009,4,WOLFF,Marc,M.,RN,Rassemblement National,28930,"45,94","30,05",NON,6709,67,44,301,9ème circonscription,1,44,67
68001,6,KLINKERT,Brigitte,Mme,ENS,Ensemble ! (Majorité présidentielle),28399,"58,24","35,95",OUI,6801,68,44,302,1ère circonscription,1,44,68
68001,7,GNAEDIG,Laurent,M.,RN,Rassemblement National,20361,"41,76","25,77",NON,6801,68,44,302,1ère circonscription,1,44,68
68002,2,OTT,Hubert,M.,ENS,Ensemble ! (Majorité présidentielle),34908,"57,82","37,74",OUI,6802,68,44,303,2ème circonscription,1,44,68
68002,5,AUBERT,Nathalie,Mme,RN,Rassemblement National,25462,"42,18","27,53",NON,6802,68,44,303,2ème circonscription,1,44,68
68003,8,ZIMMERMANN,Christian,M.,RN,Rassemblement National,26883,"48,08","30,77",NON,6803,68,44,304,3ème circonscription,1,44,68
68003,9,LEMAIRE,Didier,M.,ENS,Ensemble ! (Majorité présidentielle),29028,"51,92","33,22",OUI,6803,68,44,304,3ème circonscription,1,44,68
68004,6,SCHELLENBERGER,Raphaël,M.,LR,Les Républicains,34309,"50,68","32,91",OUI,6804,68,44,305,4ème circonscription,1,44,68
68004,7,WILHELM,Marion,Mme,RN,Rassemblement National,33392,"49,32","32,03",NON,6804,68,44,305,4ème circonscription,1,44,68
68005,4,PINTO,Pierre,M.,RN,Rassemblement National,15649,"33,00","20,56",NON,6805,68,44,306,5ème circonscription,1,44,68
68005,6,BECHT,Olivier,M.,ENS,Ensemble ! (Majorité présidentielle),31766,"67,00","41,73",OUI,6805,68,44,306,5ème circonscription,1,44,68
68006,1,FUCHS,Bruno,M.,ENS,Ensemble ! (Majorité présidentielle),32651,"55,25","34,76",OUI,6806,68,44,307,6ème circonscription,1,44,68
68006,6,RITZ,Christelle,Mme,RN,Rassemblement National,26444,"44,75","28,15",NON,6806,68,44,307,6ème circonscription,1,44,68
88001,2,FRANÇOIS,Pierre,M.,RN,Rassemblement National,20567,"41,27","27,07",NON,8801,88,44,308,1ère circonscription,1,44,88
88001,3,VIRY,Stéphane,M.,DVD,Divers droite,29263,"58,73","38,51",OUI,8801,88,44,308,1ère circonscription,1,44,88
88002,1,DUSSAUSAYE,Gaëtan,M.,RN,Rassemblement National,25048,"52,77","34,83",OUI,8802,88,44,309,2ème circonscription,1,44,88
88002,6,VALENCE,David,M.,ENS,Ensemble ! (Majorité présidentielle),22422,"47,23","31,18",NON,8802,88,44,309,2ème circonscription,1,44,88
88003,2,NAEGELEN,Christophe,M.,DVD,Divers droite,27341,"64,67","43,15",OUI,8803,88,44,310,3ème circonscription,1,44,88
88003,4,FRESSE,Pauline,Mme,RN,Rassemblement National,14934,"35,33","23,57",NON,8803,88,44,310,3ème circonscription,1,44,88
88004,1,GAULTIER,Jean-Jacques,M.,LR,Les Républicains,20073,"46,82","31,30",NON,8804,88,44,311,4ème circonscription,1,44,88
88004,6,HUMBERT,Sébastien,M.,RN,Rassemblement National,22797,"53,18","35,55",OUI,8804,88,44,311,4ème circonscription,1,44,88
44001,2,PECQUEUR,Bryan,M.,RN,Rassemblement National,8501,"15,72","10,99",NON,4401,44,52,312,1ère circonscription,1,52,44
44001,3,BELHAMITI,Mounir,M.,ENS,Ensemble ! (Majorité présidentielle),20610,"38,11","26,65",NON,4401,44,52,312,1ère circonscription,1,52,44
44001,5,BENBRAHIM,Karim,M.,UG,Union de la gauche,24963,"46,16","32,27",OUI,4401,44,52,312,1ère circonscription,1,52,44
44003,4,AMIOT,Ségolène,Mme,UG,Union de la gauche,32216,"50,13","33,07",OUI,4403,44,52,314,3ème circonscription,1,52,44
44003,5,ARC,Laurie,Mme,RN,Rassemblement National,13946,"21,70","14,32",NON,4403,44,52,314,3ème circonscription,1,52,44
44003,6,ANNEREAU,Matthieu,M.,ENS,Ensemble ! (Majorité présidentielle),18099,"28,16","18,58",NON,4403,44,52,314,3ème circonscription,1,52,44
44004,5,AMADOU,Aude,Mme,ENS,Ensemble ! (Majorité présidentielle),16225,"25,29","17,40",NON,4404,44,52,315,4ème circonscription,1,52,44
44004,6,PINEAU,Gaëlle,Mme,RN,Rassemblement National,13678,"21,32","14,67",NON,4404,44,52,315,4ème circonscription,1,52,44
44004,7,LAERNOES,Julie,Mme,UG,Union de la gauche,34265,"53,40","36,74",OUI,4404,44,52,315,4ème circonscription,1,52,44
44005,1,ROUSSEL,Fabrice,M.,UG,Union de la gauche,36774,"39,91","28,73",OUI,4405,44,52,316,5ème circonscription,1,52,44
44005,3,EL HAÏRY,Sarah,Mme,ENS,Ensemble ! (Majorité présidentielle),34441,"37,38","26,90",NON,4405,44,52,316,5ème circonscription,1,52,44
44005,4,COMBY,Bruno,M.,UXD,Union de l'extrême droite,20918,"22,70","16,34",NON,4405,44,52,316,5ème circonscription,1,52,44
44006,2,PICHON,Julio,M.,RN,Rassemblement National,27738,"34,53","23,64",NON,4406,44,52,317,6ème circonscription,1,52,44
