NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,NbVoix,RapportExprimes,RapportInscrits,Elu,CodCirc,CodDept,CodeReg,LibCirElec,NbSap,CodReg,CodDpt,CodCirc2
6,HUMBERT,Sébastien,M.,RN,Rassemblement National,20529,"48,02","32,02",QUALIF T2,8804,88,44,4ème circonscription,1,44,88,88004
1,COLLOBER,Betty,Mme,EXG,Extrême gauche,181,"0,33","0,23",NON,4401,44,52,1ère circonscription,1,52,44,44001
2,PECQUEUR,Bryan,M.,RN,Rassemblement National,9937,"18,13","12,85",QUALIF T2,4401,44,52,1ère circonscription,1,52,44,44001
3,BELHAMITI,Mounir,M.,ENS,Ensemble ! (Majorité présidentielle),20488,"37,39","26,49",QUALIF T2,4401,44,52,1ère circonscription,1,52,44,44001
4,DEFRANCE,Hélène,Mme,EXG,Extrême gauche,521,"0,95","0,67",NON,4401,44,52,1ère circonscription,1,52,44,44001
5,BENBRAHIM,Karim,M.,UG,Union de la gauche,23671,"43,20","30,61",QUALIF T2,4401,44,52,1ère circonscription,1,52,44,44001
1,COPROS,Adrien,M.,DVG,Divers gauche,786,"1,18","0,86",NON,4402,44,52,2ème circonscription,1,52,44,44002
2,FER,Nolwenn,Mme,RN,Rassemblement National,9157,"13,78","10,00",NON,4402,44,52,2ème circonscription,1,52,44,44002
3,CHIGNOLE,Zora,Mme,DIV,Divers,0,"0,00","0,00",NON,4402,44,52,2ème circonscription,1,52,44,44002
4,VABRE,Nicolas,M.,EXG,Extrême gauche,0,"0,00","0,00",NON,4402,44,52,2ème circonscription,1,52,44,44002
5,BAZILLE,Nicolas,M.,EXG,Extrême gauche,542,"0,82","0,59",NON,4402,44,52,2ème circonscription,1,52,44,44002
6,KERBRAT,Andy,M.,UG,Union de la gauche,34341,"51,67","37,52",OUI,4402,44,52,2ème circonscription,1,52,44,44002
7,AMROUCHE,Louisa,Mme,LR,Les Républicains,3893,"5,86","4,25",NON,4402,44,52,2ème circonscription,1,52,44,44002
8,OPPELT,Valérie,Mme,ENS,Ensemble ! (Majorité présidentielle),17744,"26,70","19,39",NON,4402,44,52,2ème circonscription,1,52,44,44002
1,DOLIDON,Hélène,Mme,EXG,Extrême gauche,832,"1,27","0,85",NON,4403,44,52,3ème circonscription,1,52,44,44003
2,PERROT,Gildas,M.,REG,Régionaliste,1896,"2,88","1,95",NON,4403,44,52,3ème circonscription,1,52,44,44003
3,VAN GOETHEM,Sophie,Mme,LR,Les Républicains,4143,"6,30","4,25",NON,4403,44,52,3ème circonscription,1,52,44,44003
4,AMIOT,Ségolène,Mme,UG,Union de la gauche,29285,"44,55","30,07",QUALIF T2,4403,44,52,3ème circonscription,1,52,44,44003
5,ARC,Laurie,Mme,RN,Rassemblement National,13425,"20,43","13,78",QUALIF T2,4403,44,52,3ème circonscription,1,52,44,44003
6,ANNEREAU,Matthieu,M.,ENS,Ensemble ! (Majorité présidentielle),16147,"24,57","16,58",QUALIF T2,4403,44,52,3ème circonscription,1,52,44,44003
1,GAUVIN,Mattis,M.,EXG,Extrême gauche,0,"0,00","0,00",NON,4404,44,52,4ème circonscription,1,52,44,44004
2,PELLEGRINI,Stéphane,M.,EXG,Extrême gauche,788,"1,21","0,85",NON,4404,44,52,4ème circonscription,1,52,44,44004
3,OLLÉON,François,M.,ECO,Ecologistes,593,"0,91","0,64",NON,4404,44,52,4ème circonscription,1,52,44,44004
4,LUSSON,Astrid,Mme,DVD,Divers droite,5450,"8,34","5,85",NON,4404,44,52,4ème circonscription,1,52,44,44004
5,AMADOU,Aude,Mme,ENS,Ensemble ! (Majorité présidentielle),14815,"22,66","15,89",QUALIF T2,4404,44,52,4ème circonscription,1,52,44,44004
6,PINEAU,Gaëlle,Mme,RN,Rassemblement National,13116,"20,06","14,07",QUALIF T2,4404,44,52,4ème circonscription,1,52,44,44004
7,LAERNOES,Julie,Mme,UG,Union de la gauche,30619,"46,83","32,84",QUALIF T2,4404,44,52,4ème circonscription,1,52,44,44004
1,ROUSSEL,Fabrice,M.,UG,Union de la gauche,34673,"37,73","27,09",QUALIF T2,4405,44,52,5ème circonscription,1,52,44,44005
2,CLOPEAU,Emmanuelle,Mme,EXG,Extrême gauche,1261,"1,37","0,99",NON,4405,44,52,5ème circonscription,1,52,44,44005
3,EL HAÏRY,Sarah,Mme,ENS,Ensemble ! (Majorité présidentielle),33241,"36,17","25,97",QUALIF T2,4405,44,52,5ème circonscription,1,52,44,44005
4,COMBY,Bruno,M.,UXD,Union de l'extrême droite,22722,"24,73","17,75",QUALIF T2,4405,44,52,5ème circonscription,1,52,44,44005
1,CATHELINE,Marie-Paule,Mme,EXG,Extrême gauche,1325,"1,68","1,13",NON,4406,44,52,6ème circonscription,1,52,44,44006
2,PICHON,Julio,M.,RN,Rassemblement National,25886,"32,85","22,07",QUALIF T2,4406,44,52,6ème circonscription,1,52,44,44006
3,HUNAULT,Alain,M.,DVD,Divers droite,22993,"29,18","19,60",QUALIF T2,4406,44,52,6ème circonscription,1,52,44,44006
4,LEJAU,Fannie,Mme,DSV,Droite souverainiste,1671,"2,12","1,42",NON,4406,44,52,6ème circonscription,1,52,44,44006
5,RAUX,Jean-Claude,M.,UG,Union de la gauche,26919,"34,16","22,95",QUALIF T2,4406,44,52,6ème circonscription,1,52,44,44006
1,CORBIN,Sophie,Mme,REC,Reconquête !,1426,"1,73","1,20",NON,4407,44,52,7ème circonscription,1,52,44,44007
2,BELIN,Marie-France,Mme,EXG,Extrême gauche,1228,"1,49","1,03",NON,4407,44,52,7ème circonscription,1,52,44,44007
3,JOSSO,Sandrine,Mme,ENS,Ensemble ! (Majorité présidentielle),23489,"28,49","19,75",QUALIF T2,4407,44,52,7ème circonscription,1,52,44,44007
4,MAHÉ,Véronique,Mme,UG,Union de la gauche,19881,"24,11","16,71",QUALIF T2,4407,44,52,7ème circonscription,1,52,44,44007
5,PLOUVIER,Bertrand,M.,LR,Les Républicains,11616,"14,09","9,77",NON,4407,44,52,7ème circonscription,1,52,44,44007
6,HUNAULT,Michel,M.,UXD,Union de l'extrême droite,23210,"28,15","19,51",QUALIF T2,4407,44,52,7ème circonscription,1,52,44,44007
7,BOURDEAU,Gaël,M.,DSV,Droite souverainiste,1595,"1,93","1,34",NON,4407,44,52,7ème circonscription,1,52,44,44007
1,LE BELLER,Eddy,M.,EXG,Extrême gauche,890,"1,51","0,98",NON,4408,44,52,8ème circonscription,1,52,44,44008
2,DUFEU,Audrey,Mme,ENS,Ensemble ! (Majorité présidentielle),11991,"20,28","13,16",QUALIF T2,4408,44,52,8ème circonscription,1,52,44,44008
3,PERRIN,Xavier,M.,DVG,Divers gauche,8327,"14,09","9,14",NON,4408,44,52,8ème circonscription,1,52,44,44008
4,BOUCHET,Gauthier,M.,RN,Rassemblement National,17065,"28,87","18,72",QUALIF T2,4408,44,52,8ème circonscription,1,52,44,44008
5,BEUVELET,Florence,Mme,LR,Les Républicains,2525,"4,27","2,77",NON,4408,44,52,8ème circonscription,1,52,44,44008
6,TAVEL,Matthias,M.,UG,Union de la gauche,18317,"30,99","20,10",QUALIF T2,4408,44,52,8ème circonscription,1,52,44,44008
1,PAPOT,Aurore,Mme,DSV,Droite souverainiste,1636,"1,78","1,23",NON,4409,44,52,9ème circonscription,1,52,44,44009
2,MACON,Hélène,Mme,UG,Union de la gauche,24197,"26,36","18,24",QUALIF T2,4409,44,52,9ème circonscription,1,52,44,44009
3,BRARD,Jean-Michel,M.,DVD,Divers droite,29952,"32,63","22,58",QUALIF T2,4409,44,52,9ème circonscription,1,52,44,44009
4,HERVO,Annie,Mme,EXG,Extrême gauche,1134,"1,24","0,85",NON,4409,44,52,9ème circonscription,1,52,44,44009
5,CHOMARD,Laurent,M.,REC,Reconquête !,1209,"1,32","0,91",NON,4409,44,52,9ème circonscription,1,52,44,44009
6,LE GAL LA SALLE,Annie,Mme,ECO,Ecologistes,2713,"2,96","2,04",NON,4409,44,52,9ème circonscription,1,52,44,44009
7,MALDINEY,Bastian,M.,RN,Rassemblement National,29841,"32,51","22,49",QUALIF T2,4409,44,52,9ème circonscription,1,52,44,44009
8,BIZIEN,Yannis,M.,REG,Régionaliste,1122,"1,22","0,85",NON,4409,44,52,9ème circonscription,1,52,44,44009
1,COTREL,Stéphanie,Mme,RN,Rassemblement National,23574,"26,16","18,66",QUALIF T2,4410,44,52,10ème circonscription,1,52,44,44010
2,VIANCIN,Maxime,M.,UG,Union de la gauche,25055,"27,80","19,83",QUALIF T2,4410,44,52,10ème circonscription,1,52,44,44010
3,CHEVALIER,Bruno,M.,DVG,Divers gauche,2947,"3,27","2,33",NON,4410,44,52,10ème circonscription,1,52,44,44010
4,ERRANTE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),27555,"30,57","21,81",QUALIF T2,4410,44,52,10ème circonscription,1,52,44,44010
5,COUSIN,Jacques,M.,DSV,Droite souverainiste,1211,"1,34","0,96",NON,4410,44,52,10ème circonscription,1,52,44,44010
6,GARDAIR,Emmanuèle,Mme,EXG,Extrême gauche,893,"0,99","0,71",NON,4410,44,52,10ème circonscription,1,52,44,44010
7,RINEAU,Xavier,M.,LR,Les Républicains,8889,"9,86","7,04",NON,4410,44,52,10ème circonscription,1,52,44,44010
1,GERNIGON,François,M.,ENS,Ensemble ! (Majorité présidentielle),21087,"34,83","23,78",QUALIF T2,4901,49,52,1ère circonscription,1,52,49,49001
2,GOUAS,Anthony,M.,EXG,Extrême gauche,173,"0,29","0,20",NON,4901,49,52,1ère circonscription,1,52,49,49001
3,DUPAS,Marie Louise,Mme,EXG,Extrême gauche,642,"1,06","0,72",NON,4901,49,52,1ère circonscription,1,52,49,49001
4,RICHARD,Elsa,Mme,UG,Union de la gauche,20475,"33,82","23,09",QUALIF T2,4901,49,52,1ère circonscription,1,52,49,49001
5,LÉCUYER,Séverine,Mme,LR,Les Républicains,3736,"6,17","4,21",NON,4901,49,52,1ère circonscription,1,52,49,49001
6,LOUVIGNE,Hugo,M.,RN,Rassemblement National,13995,"23,12","15,78",QUALIF T2,4901,49,52,1ère circonscription,1,52,49,49001
7,PRUNIERE,Roselyne,Mme,REC,Reconquête !,432,"0,71","0,49",NON,4901,49,52,1ère circonscription,1,52,49,49001
1,SALQUAIN,Bertrand,M.,DVC,Divers centre,2719,"4,14","2,84",NON,4902,49,52,2ème circonscription,1,52,49,49002
2,LEBRUN,Philippe,M.,EXG,Extrême gauche,834,"1,27","0,87",NON,4902,49,52,2ème circonscription,1,52,49,49002
3,TRIOT,Benoît,M.,LR,Les Républicains,5864,"8,92","6,13",NON,4902,49,52,2ème circonscription,1,52,49,49002
4,METAYER,Léo,M.,UG,Union de la gauche,18621,"28,32","19,48",QUALIF T2,4902,49,52,2ème circonscription,1,52,49,49002
5,DUPONT,Stella,Mme,ENS,Ensemble ! (Majorité présidentielle),21761,"33,10","22,77",QUALIF T2,4902,49,52,2ème circonscription,1,52,49,49002
6,BRISSEAU,Thomas,M.,RN,Rassemblement National,15945,"24,25","16,68",QUALIF T2,4902,49,52,2ème circonscription,1,52,49,49002
1,PEILLON,Patricia,Mme,EXG,Extrême gauche,741,"1,53","1,02",NON,4903,49,52,3ème circonscription,1,52,49,49003
2,BLIN,Anne-Laure,Mme,LR,Les Républicains,11572,"23,87","15,91",QUALIF T2,4903,49,52,3ème circonscription,1,52,49,49003
3,ALEXANDRE,Patrick,M.,UG,Union de la gauche,9656,"19,92","13,27",QUALIF T2,4903,49,52,3ème circonscription,1,52,49,49003
4,HOLLEY,Simon,M.,ENS,Ensemble ! (Majorité présidentielle),8168,"16,85","11,23",NON,4903,49,52,3ème circonscription,1,52,49,49003
5,BOURGEAULT,Edouard,M.,RN,Rassemblement National,18344,"37,84","25,22",QUALIF T2,4903,49,52,3ème circonscription,1,52,49,49003
1,GERET,Sylvie,Mme,EXG,Extrême gauche,750,"1,45","0,99",NON,4904,49,52,4ème circonscription,1,52,49,49004
2,MORTIER,Frédéric,M.,LR,Les Républicains,3455,"6,69","4,54",NON,4904,49,52,4ème circonscription,1,52,49,49004
3,VITASSE,Nicolas,M.,EXG,Extrême gauche,3,"0,01","0,00",NON,4904,49,52,4ème circonscription,1,52,49,49004
4,HAMON,Delphine,Mme,DSV,Droite souverainiste,769,"1,49","1,01",NON,4904,49,52,4ème circonscription,1,52,49,49004
5,SAINT-PAUL,Laëtitia,Mme,ENS,Ensemble ! (Majorité présidentielle),18001,"34,87","23,65",QUALIF T2,4904,49,52,4ème circonscription,1,52,49,49004
6,BOUVET,Charlyne,Mme,UG,Union de la gauche,10629,"20,59","13,96",QUALIF T2,4904,49,52,4ème circonscription,1,52,49,49004
7,LAHONDÈS,Aurore,Mme,RN,Rassemblement National,18014,"34,90","23,66",QUALIF T2,4904,49,52,4ème circonscription,1,52,49,49004
1,BOURDOULEIX,Gilles,M.,UXD,Union de l'extrême droite,16066,"30,54","20,06",QUALIF T2,4905,49,52,5ème circonscription,1,52,49,49005
2,TESTU,Didier,M.,EXG,Extrême gauche,821,"1,56","1,03",NON,4905,49,52,5ème circonscription,1,52,49,49005
3,MASSEGLIA,Denis,M.,ENS,Ensemble ! (Majorité présidentielle),17730,"33,70","22,14",QUALIF T2,4905,49,52,5ème circonscription,1,52,49,49005
4,LIGOT,Jacquelin,M.,LR,Les Républicains,5362,"10,19","6,69",NON,4905,49,52,5ème circonscription,1,52,49,49005
5,ESTANG,Véronique,Mme,REC,Reconquête !,583,"1,11","0,73",NON,4905,49,52,5ème circonscription,1,52,49,49005
6,MOREAU,France,Mme,UG,Union de la gauche,11220,"21,33","14,01",QUALIF T2,4905,49,52,5ème circonscription,1,52,49,49005
7,GUYARD,Frédéric,M.,DSV,Droite souverainiste,822,"1,56","1,03",NON,4905,49,52,5ème circonscription,1,52,49,49005
1,CHAUSSIVERT,Anaëlle,Mme,LR,Les Républicains,5142,"7,63","5,16",NON,4906,49,52,6ème circonscription,1,52,49,49006
2,GABIN,Sylvie,Mme,UG,Union de la gauche,16707,"24,79","16,76",QUALIF T2,4906,49,52,6ème circonscription,1,52,49,49006
3,PAVAGEAU,Tim,M.,RN,Rassemblement National,19422,"28,82","19,49",QUALIF T2,4906,49,52,6ème circonscription,1,52,49,49006
4,LE DIAGON,Yann,M.,EXG,Extrême gauche,1099,"1,63","1,10",NON,4906,49,52,6ème circonscription,1,52,49,49006
5,DUBRE CHIRAT,Nicole,Mme,ENS,Ensemble ! (Majorité présidentielle),23776,"35,28","23,86",QUALIF T2,4906,49,52,6ème circonscription,1,52,49,49006
6,MERCIER,Eric,M.,DSV,Droite souverainiste,1243,"1,84","1,25",NON,4906,49,52,6ème circonscription,1,52,49,49006
1,BOULLAIS CHALLIER,Sandrine,Mme,LR,Les Républicains,3320,"5,75","3,93",NON,4907,49,52,7ème circonscription,1,52,49,49007
2,LASCAUD,Clémence,Mme,RN,Rassemblement National,15802,"27,38","18,70",QUALIF T2,4907,49,52,7ème circonscription,1,52,49,49007
3,L'HUILLIER,Céline,Mme,EXG,Extrême gauche,810,"1,40","0,96",NON,4907,49,52,7ème circonscription,1,52,49,49007
4,CRESPIN,Régis,M.,DSV,Droite souverainiste,750,"1,30","0,89",NON,4907,49,52,7ème circonscription,1,52,49,49007
5,BOLO,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),19541,"33,86","23,13",QUALIF T2,4907,49,52,7ème circonscription,1,52,49,49007
6,GORIOUX,Valérie,Mme,REC,Reconquête !,715,"1,24","0,85",NON,4907,49,52,7ème circonscription,1,52,49,49007
7,JOUANNEAU,Guillaume,M.,UG,Union de la gauche,16778,"29,07","19,86",QUALIF T2,4907,49,52,7ème circonscription,1,52,49,49007
8,DE LA SALMONIERE,Raphaël,M.,DVD,Divers droite,0,"0,00","0,00",NON,4907,49,52,7ème circonscription,1,52,49,49007
1,GAROT,Guillaume,M.,UG,Union de la gauche,22483,"45,39","30,31",QUALIF T2,5301,53,52,1ère circonscription,1,52,53,53001
2,VEYRE DE SORAS,Paule,Mme,RN,Rassemblement National,14161,"28,59","19,09",QUALIF T2,5301,53,52,1ère circonscription,1,52,53,53001
3,HIBON ARTHUIS,Stéphanie,Mme,DVD,Divers droite,2467,"4,98","3,33",NON,5301,53,52,1ère circonscription,1,52,53,53001
4,ROMIER,Fabrice,M.,EXG,Extrême gauche,465,"0,94","0,63",NON,5301,53,52,1ère circonscription,1,52,53,53001
5,SAULNIER,Vincent,M.,UDI,Union des Démocrates et Indépendants,9957,"20,10","13,43",QUALIF T2,5301,53,52,1ère circonscription,1,52,53,53001
1,PLACE,Jean-Luc,M.,EXG,Extrême gauche,390,"0,73","0,49",NON,5302,53,52,2ème circonscription,1,52,53,53002
2,BOISSEAU,Grégory,M.,UG,Union de la gauche,12135,"22,77","15,21",QUALIF T2,5302,53,52,2ème circonscription,1,52,53,53002
3,CADENAS,Jean-Michel,M.,RN,Rassemblement National,16944,"31,79","21,24",QUALIF T2,5302,53,52,2ème circonscription,1,52,53,53002
4,GRUDE,Patrice,M.,DIV,Divers,209,"0,39","0,26",NON,5302,53,52,2ème circonscription,1,52,53,53002
5,GUYON,Pierre-Elie,M.,DVD,Divers droite,4877,"9,15","6,11",NON,5302,53,52,2ème circonscription,1,52,53,53002
6,BANNIER,Géraldine,Mme,ENS,Ensemble ! (Majorité présidentielle),18746,"35,17","23,50",QUALIF T2,5302,53,52,2ème circonscription,1,52,53,53002
1,BELL,Annie,Mme,RN,Rassemblement National,14884,"31,11","20,49",QUALIF T2,5303,53,52,3ème circonscription,1,52,53,53003
2,AMELIN,Martine,Mme,EXG,Extrême gauche,494,"1,03","0,68",NON,5303,53,52,3ème circonscription,1,52,53,53003
3,FAVENNEC,Yannick,M.,HOR,Horizons,23294,"48,68","32,06",QUALIF T2,5303,53,52,3ème circonscription,1,52,53,53003
4,LEFOULON,Stéphanie,Mme,UG,Union de la gauche,9176,"19,18","12,63",QUALIF T2,5303,53,52,3ème circonscription,1,52,53,53003
1,DELPECH,Julie,Mme,ENS,Ensemble ! (Majorité présidentielle),15111,"30,84","20,49",QUALIF T2,7201,72,52,1ère circonscription,1,52,72,72001
2,COULON,Clément,M.,LR,Les Républicains,4459,"9,10","6,04",NON,7201,72,52,1ère circonscription,1,52,72,72001
3,MAILLET,Sylvie,Mme,EXG,Extrême gauche,710,"1,45","0,96",NON,7201,72,52,1ère circonscription,1,52,72,72001
4,BONNET,Ghislaine,Mme,UG,Union de la gauche,12258,"25,01","16,62",QUALIF T2,7201,72,52,1ère circonscription,1,52,72,72001
5,DE COSSÉ BRISSAC,Céline,Mme,RN,Rassemblement National,16465,"33,60","22,32",QUALIF T2,7201,72,52,1ère circonscription,1,52,72,72001
1,FEVRE,François,M.,UXD,Union de l'extrême droite,18282,"35,29","21,83",QUALIF T2,7202,72,52,2ème circonscription,1,52,72,72002
2,CHEVALLIER,Samuel,M.,UDI,Union des Démocrates et Indépendants,11962,"23,09","14,28",QUALIF T2,7202,72,52,2ème circonscription,1,52,72,72002
3,HUBERT,Thomas,M.,EXG,Extrême gauche,776,"1,50","0,93",NON,7202,72,52,2ème circonscription,1,52,72,72002
4,CHEURET,Clément,M.,DIV,Divers,91,"0,18","0,11",NON,7202,72,52,2ème circonscription,1,52,72,72002
5,KARAMANLI,Marietta,Mme,UG,Union de la gauche,20700,"39,95","24,71",QUALIF T2,7202,72,52,2ème circonscription,1,52,72,72002
1,JACK,Mathilde,Mme,UG,Union de la gauche,10320,"18,57","12,02",NON,7203,72,52,3ème circonscription,1,52,72,72003
2,MARTINEAU,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),16209,"29,17","18,87",QUALIF T2,7203,72,52,3ème circonscription,1,52,72,72003
3,TROCHON,Éric,M.,DSV,Droite souverainiste,558,"1,00","0,65",NON,7203,72,52,3ème circonscription,1,52,72,72003
4,LEMOIGNE,Romain,M.,RN,Rassemblement National,23637,"42,54","27,52",QUALIF T2,7203,72,52,3ème circonscription,1,52,72,72003
5,BRUTOUT,Maryse,Mme,EXG,Extrême gauche,885,"1,59","1,03",NON,7203,72,52,3ème circonscription,1,52,72,72003
6,GRUAU,Vincent,M.,LR,Les Républicains,2819,"5,07","3,28",NON,7203,72,52,3ème circonscription,1,52,72,72003
7,DE MALHERBE,Raymond,M.,REC,Reconquête !,1131,"2,04","1,32",NON,7203,72,52,3ème circonscription,1,52,72,72003
1,BARBET,Didier,M.,DVD,Divers droite,1546,"2,95","1,90",NON,7204,72,52,4ème circonscription,1,52,72,72004
2,NOUCHY,Thierry,M.,EXG,Extrême gauche,596,"1,14","0,73",NON,7204,72,52,4ème circonscription,1,52,72,72004
3,BRISARD,Léo,M.,LR,Les Républicains,2316,"4,42","2,84",NON,7204,72,52,4ème circonscription,1,52,72,72004
4,CASENAVE-PÉRÉ,Sylvie,Mme,ENS,Ensemble ! (Majorité présidentielle),13565,"25,88","16,66",QUALIF T2,7204,72,52,4ème circonscription,1,52,72,72004
5,BRUGADE,Jean-Michel,M.,REG,Régionaliste,217,"0,41","0,27",NON,7204,72,52,4ème circonscription,1,52,72,72004
6,LEBOUCHER,Elise,Mme,UG,Union de la gauche,13600,"25,94","16,70",QUALIF T2,7204,72,52,4ème circonscription,1,52,72,72004
7,LE PEN,Marie-Caroline,Mme,RN,Rassemblement National,20584,"39,26","25,28",QUALIF T2,7204,72,52,4ème circonscription,1,52,72,72004
1,ROUILLON,Christophe,M.,UG,Union de la gauche,15261,"26,67","17,35",QUALIF T2,7205,72,52,5ème circonscription,1,52,72,72005
2,GRELIER,Jean-Carles,M.,ENS,Ensemble ! (Majorité présidentielle),17898,"31,28","20,34",QUALIF T2,7205,72,52,5ème circonscription,1,52,72,72005
3,FOUQUET,Karine,Mme,EXG,Extrême gauche,899,"1,57","1,02",NON,7205,72,52,5ème circonscription,1,52,72,72005
4,BAYLE DE JESSÉ,Cécile,Mme,DSV,Droite souverainiste,1285,"2,25","1,46",NON,7205,72,52,5ème circonscription,1,52,72,72005
5,VAUGARNY,Pierre,M.,RN,Rassemblement National,21870,"38,23","24,86",QUALIF T2,7205,72,52,5ème circonscription,1,52,72,72005
1,ETONNO,Lucie,Mme,UG,Union de la gauche,18929,"23,33","15,68",QUALIF T2,8501,85,52,1ère circonscription,1,52,85,85001
2,ROBIN,Gilles,M.,EXG,Extrême gauche,942,"1,16","0,78",NON,8501,85,52,1ère circonscription,1,52,85,85001
3,BARIAL,Jean-Marc,M.,DSV,Droite souverainiste,1433,"1,77","1,19",NON,8501,85,52,1ère circonscription,1,52,85,85001
4,LATOMBE,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),23136,"28,51","19,17",QUALIF T2,8501,85,52,1ère circonscription,1,52,85,85001
5,CAILLAUD,Laurent,M.,DVC,Divers centre,10606,"13,07","8,79",NON,8501,85,52,1ère circonscription,1,52,85,85001
6,PAULIN,Simon-Pierre,M.,UXD,Union de l'extrême droite,26105,"32,17","21,63",QUALIF T2,8501,85,52,1ère circonscription,1,52,85,85001
1,HELARY,Nicolas,M.,UG,Union de la gauche,18234,"23,34","15,98",QUALIF T2,8502,85,52,2ème circonscription,1,52,85,85002
2,BARILLOT,Sophie,Mme,EXG,Extrême gauche,1081,"1,38","0,95",NON,8502,85,52,2ème circonscription,1,52,85,85002
3,EBRAN,Marie-Christine,Mme,RN,Rassemblement National,28538,"36,53","25,01",QUALIF T2,8502,85,52,2ème circonscription,1,52,85,85002
4,BELLAMY,Béatrice,Mme,ENS,Ensemble ! (Majorité présidentielle),30262,"38,74","26,53",QUALIF T2,8502,85,52,2ème circonscription,1,52,85,85002
1,MAUVOISIN-DELAVAUD,Eric,M.,EXD,Extrême droite,1895,"2,01","1,38",NON,8503,85,52,3ème circonscription,1,52,85,85003
2,FAUCHER,Noël,M.,DVD,Divers droite,8221,"8,72","6,01",NON,8503,85,52,3ème circonscription,1,52,85,85003
3,DUBIN,Pascal,M.,UXD,Union de l'extrême droite,33545,"35,59","24,50",QUALIF T2,8503,85,52,3ème circonscription,1,52,85,85003
4,GUÉNOLÉ,Armelle Marie Geneviève,Mme,DSV,Droite souverainiste,1428,"1,51","1,04",NON,8503,85,52,3ème circonscription,1,52,85,85003
5,FESTIEN,Philippe,M.,EXG,Extrême gauche,817,"0,87","0,60",NON,8503,85,52,3ème circonscription,1,52,85,85003
6,BUCHOU,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),32889,"34,89","24,03",QUALIF T2,8503,85,52,3ème circonscription,1,52,85,85003
7,MARCHAND,Pascale,Mme,UG,Union de la gauche,15466,"16,41","11,30",NON,8503,85,52,3ème circonscription,1,52,85,85003
1,BOUR,Claude,Mme,EXG,Extrême gauche,666,"0,93","0,64",NON,8504,85,52,4ème circonscription,1,52,85,85004
2,MARIEL-GODARD,Julie,Mme,UG,Union de la gauche,13164,"18,42","12,57",QUALIF T2,8504,85,52,4ème circonscription,1,52,85,85004
3,PROUX,Jacques,M.,RN,Rassemblement National,16345,"22,88","15,61",QUALIF T2,8504,85,52,4ème circonscription,1,52,85,85004
4,BESSE,Véronique,Mme,DVD,Divers droite,28086,"39,31","26,82",QUALIF T2,8504,85,52,4ème circonscription,1,52,85,85004
5,NAGNONHOU,Ilias,M.,ENS,Ensemble ! (Majorité présidentielle),13192,"18,46","12,60",QUALIF T2,8504,85,52,4ème circonscription,1,52,85,85004
1,LE THEIX,Sonia,Mme,DSV,Droite souverainiste,742,"1,32","0,88",NON,8505,85,52,5ème circonscription,1,52,85,85005
2,BUFFETAUT,Stéphane,M.,RN,Rassemblement National,21309,"37,87","25,37",QUALIF T2,8505,85,52,5ème circonscription,1,52,85,85005
3,RUAULT,Béatrice,Mme,EXG,Extrême gauche,659,"1,17","0,78",NON,8505,85,52,5ème circonscription,1,52,85,85005
4,HENRIET,Pierre,M.,ENS,Ensemble ! (Majorité présidentielle),19606,"34,84","23,34",QUALIF T2,8505,85,52,5ème circonscription,1,52,85,85005
5,FOURAGE,Pierre-Hugues,M.,UG,Union de la gauche,11321,"20,12","13,48",QUALIF T2,8505,85,52,5ème circonscription,1,52,85,85005
6,GALAND,Marius,M.,LR,Les Républicains,2633,"4,68","3,13",NON,8505,85,52,5ème circonscription,1,52,85,85005
1,COSSON,Mickaël,M.,ENS,Ensemble ! (Majorité présidentielle),21614,"32,96","23,85",QUALIF T2,2201,22,53,1ère circonscription,1,53,22,22001
2,GORGIARD,Marion,Mme,UG,Union de la gauche,19926,"30,38","21,98",QUALIF T2,2201,22,53,1ère circonscription,1,53,22,22001
3,DENIS,Hervé,M.,EXG,Extrême gauche,488,"0,74","0,54",NON,2201,22,53,1ère circonscription,1,53,22,22001
4,BILLAUD,Françoise,Mme,RN,Rassemblement National,16888,"25,75","18,63",QUALIF T2,2201,22,53,1ère circonscription,1,53,22,22001
5,DANJOU,Aourell,Mme,ECO,Ecologistes,1806,"2,75","1,99",NON,2201,22,53,1ère circonscription,1,53,22,22001
6,CROGUENNEC,Bernard,M.,LR,Les Républicains,3635,"5,54","4,01",NON,2201,22,53,1ère circonscription,1,53,22,22001
7,LE FOL,Alain,M.,EXG,Extrême gauche,671,"1,02","0,74",NON,2201,22,53,1ère circonscription,1,53,22,22001
8,MATTASOGLIO,Virginie,Mme,DVC,Divers centre,552,"0,84","0,61",NON,2201,22,53,1ère circonscription,1,53,22,22001
1,DESBOIS,Michel,M.,DVD,Divers droite,5946,"7,77","5,69",NON,2202,22,53,2ème circonscription,1,53,22,22002
2,DAUPHIN,Jérémy,M.,UG,Union de la gauche,19685,"25,71","18,83",QUALIF T2,2202,22,53,2ème circonscription,1,53,22,22002
3,MAHEU,Logan,M.,REG,Régionaliste,859,"1,12","0,82",NON,2202,22,53,2ème circonscription,1,53,22,22002
