NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,CodCirc,CodDept,CodeReg,CodCirc2
8,CHANDLER,Émilie,Mme,ENS,Ensemble ! (Majorité présidentielle),9501,95,11,95001
2,REMY,Nadejda,Mme,RN,Rassemblement National,9502,95,11,95002
6,HADIZADEH,Ayda,Mme,UG,Union de la gauche,9502,95,11,95002
2,LELAIDIER,Kimberley,Mme,RN,Rassemblement National,9503,95,11,95003
4,MAUREL,Emmanuel,M.,UG,Union de la gauche,9503,95,11,95003
2,LACOUTURE,Karine,Mme,UG,Union de la gauche,9504,95,11,95004
6,MOUTCHOU,Naïma,Mme,ENS,Ensemble ! (Majorité présidentielle),9504,95,11,95004
1,FOLEST,Estelle,Mme,ENS,Ensemble ! (Majorité présidentielle),9506,95,11,95006
4,CATHALA,Gabrielle,Mme,UG,Union de la gauche,9506,95,11,95006
9,BRUNA,Annika,Mme,RN,Rassemblement National,9506,95,11,95006
4,ESKENAZI,Romain,M.,UG,Union de la gauche,9507,95,11,95007
10,QUENTIN,David,M.,RN,Rassemblement National,9507,95,11,95007
7,MARION,Agnès,Mme,RN,Rassemblement National,9509,95,11,95009
9,LE GALL,Arnaud,M.,UG,Union de la gauche,9509,95,11,95009
4,TACHÉ,Aurélien,M.,UG,Union de la gauche,9510,95,11,95010
6,MACÉ,Lisbeth,Mme,RN,Rassemblement National,9510,95,11,95010
1,CORMIER-BOULIGEON,François,M.,ENS,Ensemble ! (Majorité présidentielle),1801,18,24,18001
4,IANNUZZI,Ugo,M.,RN,Rassemblement National,1801,18,24,18001
3,DUENAS,Bastian,M.,RN,Rassemblement National,1802,18,24,18002
6,SANSU,Nicolas,M.,UG,Union de la gauche,1802,18,24,18002
1,GENTILLET,Pierre,M.,RN,Rassemblement National,1803,18,24,18003
6,KERVRAN,Loïc,M.,ENS,Ensemble ! (Majorité présidentielle),1803,18,24,18003
1,KASBARIAN,Guillaume,M.,ENS,Ensemble ! (Majorité présidentielle),2801,28,24,28001
3,MINOT,Emma,Mme,RN,Rassemblement National,2801,28,24,28001
3,MARLEIX,Olivier,M.,LR,Les Républicains,2802,28,24,28002
4,DUBOIS,Olivier,M.,RN,Rassemblement National,2802,28,24,28002
1,BAY,Christophe,M.,RN,Rassemblement National,2803,28,24,28003
3,HUWART,Harold,M.,DVC,Divers centre,2803,28,24,28003
1,VIGIER,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),2804,28,24,28004
4,PECOUT,Roger,M.,UXD,Union de l'extrême droite,2804,28,24,28004
4,JOLIVET,François,M.,HOR,Horizons,3601,36,24,36001
5,WUNSCH,Mylène,Mme,RN,Rassemblement National,3601,36,24,36001
4,FORISSIER,Nicolas,M.,LR,Les Républicains,3602,36,24,36002
5,SIFFERT,Marc,M.,UXD,Union de l'extrême droite,3602,36,24,36002
4,PIERRE,Benoist,M.,ENS,Ensemble ! (Majorité présidentielle),3701,37,24,37001
6,FOURNIER,Charles,M.,UG,Union de la gauche,3701,37,24,37001
1,LABARONNE,Daniel,M.,ENS,Ensemble ! (Majorité présidentielle),3702,37,24,37002
3,FOUGERON,Corine,Mme,RN,Rassemblement National,3702,37,24,37002
2,ALFANDARI,Henri,M.,ENS,Ensemble ! (Majorité présidentielle),3703,37,24,37003
5,ROBIN,Jules,M.,UXD,Union de l'extrême droite,3703,37,24,37003
4,BAUMEL,Laurent,M.,UG,Union de la gauche,3704,37,24,37004
5,BELLANGER,Jean-François,M.,RN,Rassemblement National,3704,37,24,37004
4,DUCAMP,François,M.,RN,Rassemblement National,3705,37,24,37005
6,THILLAYE,Sabine,Mme,ENS,Ensemble ! (Majorité présidentielle),3705,37,24,37005
3,FESNEAU,Marc,M.,ENS,Ensemble ! (Majorité présidentielle),4101,41,24,41001
5,BARDET,Marine,Mme,RN,Rassemblement National,4101,41,24,41001
4,AUCANTE,Nils,M.,DVD,Divers droite,4102,41,24,41002
7,CHUDEAU,Roger,M.,RN,Rassemblement National,4102,41,24,41002
1,MARION,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle),4103,41,24,41003
3,DE OLIVEIRA,Virginia,Mme,RN,Rassemblement National,4103,41,24,41003
1,RABAULT,Tiffanie,Mme,RN,Rassemblement National,4501,45,24,45001
6,RIST,Stéphanie,Mme,ENS,Ensemble ! (Majorité présidentielle),4501,45,24,45001
5,DUPLESSY,Emmanuel,M.,UG,Union de la gauche,4502,45,24,45002
7,BABIN,Elodie,Mme,RN,Rassemblement National,4502,45,24,45002
1,DE PÉLICHY,Constance,Mme,DVD,Divers droite,4503,45,24,45003
3,PARIS,Mathilde,Mme,RN,Rassemblement National,4503,45,24,45003
3,NOTTIN,Bruno,M.,UG,Union de la gauche,4504,45,24,45004
7,MÉNAGÉ,Thomas,M.,RN,Rassemblement National,4504,45,24,45004
1,LACAPELLE,Jean-Lin,M.,RN,Rassemblement National,4505,45,24,45005
5,BROSSE,Anthony,M.,ENS,Ensemble ! (Majorité présidentielle),4505,45,24,45005
1,RAMOS,Richard,M.,ENS,Ensemble ! (Majorité présidentielle),4506,45,24,45006
2,ZELLER,Anthony,M.,RN,Rassemblement National,4506,45,24,45006
1,GODARD,Océane,Mme,UG,Union de la gauche,2101,21,27,21001
4,MARTIN,Didier,M.,ENS,Ensemble ! (Majorité présidentielle),2101,21,27,21001
5,HUMBLOT-CORNILLE,Cyline,Mme,RN,Rassemblement National,2101,21,27,21001
1,GUYENOT,Tatiana,Mme,RN,Rassemblement National,2102,21,27,21002
2,HERVIEU,Catherine,Mme,UG,Union de la gauche,2102,21,27,21002
4,PRIBETICH,Pierre,M.,UG,Union de la gauche,2103,21,27,21003
5,COUDERT,Thierry,M.,UXD,Union de l'extrême droite,2103,21,27,21003
1,BRIGAND,Hubert,M.,LR,Les Républicains,2104,21,27,21004
2,DUMONT,Sophie,Mme,RN,Rassemblement National,2104,21,27,21004
1,PARIS,Didier,M.,ENS,Ensemble ! (Majorité présidentielle),2105,21,27,21005
6,LIORET,René,M.,RN,Rassemblement National,2105,21,27,21005
3,LUTZ,Thomas,M.,RN,Rassemblement National,2501,25,27,25001
6,VÉZIÈS,Séverine,Mme,UG,Union de la gauche,2501,25,27,25001
7,CROIZIER,Laurent,M.,ENS,Ensemble ! (Majorité présidentielle),2501,25,27,25001
1,VOYNET,Dominique,Mme,UG,Union de la gauche,2502,25,27,25002
3,FUSIS,Eric,M.,RN,Rassemblement National,2502,25,27,25002
1,BLOCH,Matthieu,M.,UXD,Union de l'extrême droite,2503,25,27,25003
4,PACQUOT,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle),2503,25,27,25003
2,GRANGIER,Géraldine,Mme,RN,Rassemblement National,2504,25,27,25004
3,DUVERNOIS,Magali,Mme,UG,Union de la gauche,2504,25,27,25004
3,GENEVARD,Annie,Mme,LR,Les Républicains,2505,25,27,25005
6,JEANDENAND,Floriane,Mme,RN,Rassemblement National,2505,25,27,25005
1,GRABY,Valérie,Mme,RN,Rassemblement National,3901,39,27,39001
4,BRULEBOIS,Danielle,Mme,ENS,Ensemble ! (Majorité présidentielle),3901,39,27,39001
5,MOSCA,Thierry,M.,RN,Rassemblement National,3902,39,27,39002
6,DALLOZ,Marie-Christine,Mme,LR,Les Républicains,3902,39,27,39002
3,GRUET,Justine,Mme,LR,Les Républicains,3903,39,27,39003
4,VUILLEMIN-PLANCON,Aurore,Mme,RN,Rassemblement National,3903,39,27,39003
2,GOULET,Perrine,Mme,ENS,Ensemble ! (Majorité présidentielle),5801,58,27,58001
6,GALLOIS,Charles-Henri,M.,RN,Rassemblement National,5801,58,27,58001
2,PAUL,Christian,M.,UG,Union de la gauche,5802,58,27,58002
6,GUIBERT,Julien,M.,RN,Rassemblement National,5802,58,27,58002
3,CHRETIEN,Alain,M.,ENS,Ensemble ! (Majorité présidentielle),7001,70,27,70001
4,VILLEDIEU,Antoine,M.,RN,Rassemblement National,7001,70,27,70001
2,DIRX,Benjamin,M.,ENS,Ensemble ! (Majorité présidentielle),7101,71,27,71001
4,DREVET,Rachel,Mme,RN,Rassemblement National,7101,71,27,71001
2,DAMIEN,Olivier,M.,RN,Rassemblement National,7102,71,27,71002
5,CORNELOUP,Josiane,Mme,LR,Les Républicains,7102,71,27,71002
1,REBEYROTTE,Rémy,M.,ENS,Ensemble ! (Majorité présidentielle),7103,71,27,71003
7,DUTREMBLE,Aurélien,M.,RN,Rassemblement National,7103,71,27,71003
3,UNTERMAIER,Cécile,Mme,UG,Union de la gauche,7104,71,27,71004
4,MICHOUX,Eric,M.,UXD,Union de l'extrême droite,7104,71,27,71004
2,SANVERT,Arnaud,M.,RN,Rassemblement National,7105,71,27,71005
3,PLATRET,Gilles,M.,DVD,Divers droite,7105,71,27,71005
4,KOURICHE,Fatima,Mme,UG,Union de la gauche,7105,71,27,71005
5,LOURY,Florence,Mme,UG,Union de la gauche,8901,89,27,89001
6,GRENON,Daniel,M.,RN,Rassemblement National,8901,89,27,89001
1,ROY,Sophie-Laurence,Mme,UXD,Union de l'extrême droite,8902,89,27,89002
5,VILLIERS,André,M.,ENS,Ensemble ! (Majorité présidentielle),8902,89,27,89002
2,MANCK,Carine,Mme,RN,Rassemblement National,9001,90,27,90001
3,BOUCARD,Ian,M.,LR,Les Républicains,9001,90,27,90001
2,CHAUCHE,Florian,M.,UG,Union de la gauche,9002,90,27,90002
6,BIGOT,Guillaume,M.,RN,Rassemblement National,9002,90,27,90002
1,FOURREAU,Emma,Mme,UG,Union de la gauche,1401,14,28,14001
4,BRUNEAU,Joël,M.,DVD,Divers droite,1401,14,28,14001
3,DELAPORTE,Arthur,M.,UG,Union de la gauche,1402,14,28,14002
4,LIBAN,Josseline,Mme,RN,Rassemblement National,1402,14,28,14002
4,PATRIER-LEITUS,Jérémie,M.,ENS,Ensemble ! (Majorité présidentielle),1403,14,28,14003
7,FAUVAGE,Edouard,M.,RN,Rassemblement National,1403,14,28,14003
5,HENRY,Chantal,Mme,RN,Rassemblement National,1404,14,28,14004
7,BLANCHET,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle),1404,14,28,14004
3,BOUYX,Bertrand,M.,ENS,Ensemble ! (Majorité présidentielle),1405,14,28,14005
7,CHAPRON,Philippe,M.,RN,Rassemblement National,1405,14,28,14005
1,CALBRIX,Nicolas,M.,RN,Rassemblement National,1406,14,28,14006
6,BORNE,Elisabeth,Mme,ENS,Ensemble ! (Majorité présidentielle),1406,14,28,14006
4,LOIR,Christine,Mme,RN,Rassemblement National,2701,27,28,27001
5,CANIN,Julien,M.,ENS,Ensemble ! (Majorité présidentielle),2701,27,28,27001
2,VEYRI,Timour,M.,UG,Union de la gauche,2702,27,28,27002
3,LEVAVASSEUR,Katiana,Mme,RN,Rassemblement National,2702,27,28,27002
2,MAUVIEUX,Kévin,M.,RN,Rassemblement National,2703,27,28,27003
5,TAMARELLE VERHAEGHE,Marie,Mme,ENS,Ensemble ! (Majorité présidentielle),2703,27,28,27003
2,BRUN,Philippe,M.,UG,Union de la gauche,2704,27,28,27004
4,PAUPER,Patrice,M.,RN,Rassemblement National,2704,27,28,27004
4,HOUSSIN,Timothée,M.,RN,Rassemblement National,2705,27,28,27005
7,DUCHÉ,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle),2705,27,28,27005
4,GOSSELIN,Philippe,M.,DVD,Divers droite,5001,50,28,50001
5,SIMON,Franck,M.,RN,Rassemblement National,5001,50,28,50001
2,SORRE,Bertrand,M.,ENS,Ensemble ! (Majorité présidentielle),5002,50,28,50002
5,KURDZIEL,Marie-Françoise,Mme,RN,Rassemblement National,5002,50,28,50002
2,GIRY,Pierre,M.,UXD,Union de l'extrême droite,5003,50,28,50003
7,TRAVERT,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),5003,50,28,50003
3,CONQUER,Nicolas,M.,UXD,Union de l'extrême droite,5004,50,28,50004
6,PIC,Anna,Mme,UG,Union de la gauche,5004,50,28,50004
5,JOURDAN,Chantal,Mme,UG,Union de la gauche,6101,61,28,61001
7,BELZIDSKY,Nadine,Mme,RN,Rassemblement National,6101,61,28,61001
3,LOUWAGIE,Véronique,Mme,DVD,Divers droite,6102,61,28,61002
6,VIENNE,Gérard,M.,RN,Rassemblement National,6102,61,28,61002
3,PETCHENINA,Ludmila,Mme,RN,Rassemblement National,6103,61,28,61003
4,NURY,Jérôme,M.,DVD,Divers droite,6103,61,28,61003
6,HEROUIN-LÉAUTEY,Florence,Mme,UG,Union de la gauche,7601,76,28,76001
7,HOUDAN,Grégoire,M.,RN,Rassemblement National,7601,76,28,76001
8,ADAM,Damien,M.,ENS,Ensemble ! (Majorité présidentielle),7601,76,28,76001
5,VIDAL,Annie,Mme,ENS,Ensemble ! (Majorité présidentielle),7602,76,28,76002
7,LANCELOT,Vanessa,Mme,RN,Rassemblement National,7602,76,28,76002
3,DANIEL,Pauline,Mme,RN,Rassemblement National,7603,76,28,76003
5,BÉNARD,Edouard,M.,UG,Union de la gauche,7603,76,28,76003
1,PENNELLE,Guillaume,M.,RN,Rassemblement National,7604,76,28,76004
3,DUFOUR,Alma,Mme,UG,Union de la gauche,7604,76,28,76004
1,LESEUL,Gérard,M.,UG,Union de la gauche,7605,76,28,76005
2,MONTIER,Jean-Cyril,M.,RN,Rassemblement National,7605,76,28,76005
1,JUMEL,Sébastien,M.,UG,Union de la gauche,7606,76,28,76006
5,MARTIN,Patrice,M.,RN,Rassemblement National,7606,76,28,76006
1,FIRMIN LE BODO,Agnès,Mme,HOR,Horizons,7607,76,28,76007
6,THOMAS,Anaïs,Mme,RN,Rassemblement National,7607,76,28,76007
4,LE COZ,Isabelle,Mme,RN,Rassemblement National,7608,76,28,76008
5,LECOQ,Jean-Paul,M.,UG,Union de la gauche,7608,76,28,76008
1,POTIER,Douglas,M.,RN,Rassemblement National,7609,76,28,76009
4,POUSSIER-WINSBACK,Marie-Agnès,Mme,HOR,Horizons,7609,76,28,76009
4,LE BOURGEOIS,Robert,M.,RN,Rassemblement National,7610,76,28,76010
5,BATUT,Xavier,M.,HOR,Horizons,7610,76,28,76010
1,DIVE,Julien,M.,LR,Les Républicains,0202,02,32,02002
5,TORRE,Philippe,M.,RN,Rassemblement National,0202,02,32,02002
4,LECLERCQ,Carole,Mme,RN,Rassemblement National,5901,59,32,59001
14,LE COQ,Aurélien,M.,UG,Union de la gauche,5901,59,32,59001
1,BERNALICIS,Ugo,M.,UG,Union de la gauche,5902,59,32,59002
5,GUÉRARD,Philippe,M.,RN,Rassemblement National,5902,59,32,59002
6,SALANON,Violette,Mme,ENS,Ensemble ! (Majorité présidentielle),5902,59,32,59002
3,LISO,Brigitte,Mme,ENS,Ensemble ! (Majorité présidentielle),5904,59,32,59004
6,MORAND,Anne,Mme,RN,Rassemblement National,5904,59,32,59004
7,BRUN,Charlotte,Mme,UG,Union de la gauche,5904,59,32,59004
3,CATTEAU,Victor,M.,RN,Rassemblement National,5905,59,32,59005
5,HUYGHE,Sébastien,M.,DVD,Divers droite,5905,59,32,59005
3,PARMENTIER-LECOCQ,Charlotte,Mme,ENS,Ensemble ! (Majorité présidentielle),5906,59,32,59006
4,QUATREBOEUFS,Marie Hélène,Mme,UXD,Union de l'extrême droite,5906,59,32,59006
1,GERARD,Félicie,Mme,HOR,Horizons,5907,59,32,59007
2,SAYAH,Céline,Mme,RN,Rassemblement National,5907,59,32,59007
5,CHOUIA,Karima,Mme,UG,Union de la gauche,5907,59,32,59007
1,LEYS,Ethan,M.,RN,Rassemblement National,5908,59,32,59008
2,GUIRAUD,David,M.,UG,Union de la gauche,5908,59,32,59008
2,LANDRU,Christine,Mme,RN,Rassemblement National,5909,59,32,59009
3,SPILLEBOUT,Violette,Mme,ENS,Ensemble ! (Majorité présidentielle),5909,59,32,59009
7,VIDAL-SAGNIER,Odile,Mme,UG,Union de la gauche,5909,59,32,59009
1,VERBRUGGHE,Bastien,M.,RN,Rassemblement National,5910,59,32,59010
5,DARMANIN,Gérald,M.,ENS,Ensemble ! (Majorité présidentielle),5910,59,32,59010
3,MOULIN,Maxime,M.,RN,Rassemblement National,5911,59,32,59011
4,VICOT,Roger,M.,UG,Union de la gauche,5911,59,32,59011
1,GOKEL,Julien,M.,DIV,Divers,5913,59,32,59013
3,ACCART,Maxence,M.,RN,Rassemblement National,5913,59,32,59013
3,GARDES,Jean-Baptiste,M.,UXD,Union de l'extrême droite,5914,59,32,59014
5,CHRISTOPHE,Paul,M.,DVD,Divers droite,5914,59,32,59014
1,BERTELOOT,Pierrick,M.,RN,Rassemblement National,5915,59,32,59015
3,BATAILLE,Jean-Pierre,M.,DVD,Divers droite,5915,59,32,59015
1,TESSON,Thierry,M.,RN,Rassemblement National,5917,59,32,59017
3,CHÉREAU,Frédéric,M.,UG,Union de la gauche,5917,59,32,59017
4,BARA,Laurence,Mme,RN,Rassemblement National,5921,59,32,59021
6,LÉTARD,Valérie,Mme,UDI,Union des Démocrates et Indépendants,5921,59,32,59021
4,HABERT-DASSAULT,Victor,M.,LR,Les Républicains,6001,60,32,60001
7,MARAIS-BEUIL,Claire,Mme,RN,Rassemblement National,6001,60,32,60001
1,SABATOU,Alexandre,M.,RN,Rassemblement National,6003,60,32,60003
2,KA,Amadou,M.,UG,Union de la gauche,6003,60,32,60003
2,WOERTH,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),6004,60,32,60004
7,GRIMPRET,Mathieu,M.,RN,Rassemblement National,6004,60,32,60004
3,BRASSENS,Bertrand,M.,UG,Union de la gauche,6005,60,32,60005
6,VOS,Frédéric Pierre,M.,RN,Rassemblement National,6005,60,32,60005
1,GUINIOT,Michel,M.,RN,Rassemblement National,6006,60,32,60006
5,LECA,Daniel,M.,UDI,Union des Démocrates et Indépendants,6006,60,32,60006
2,MAGNIER,David,M.,RN,Rassemblement National,6007,60,32,60007
6,MINOT,Maxime,M.,LR,Les Républicains,6007,60,32,60007
7,PEN,Loïc,M.,UG,Union de la gauche,6007,60,32,60007
3,PANNIER-RUNACHER,Agnès,Mme,ENS,Ensemble ! (Majorité présidentielle),6202,62,32,62002
4,HEUSÈLE,Alban,M.,RN,Rassemblement National,6202,62,32,62002
1,DOLLE,Benoît,M.,RN,Rassemblement National,6204,62,32,62004
8,FAIT,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),6204,62,32,62004
2,GOLLIOT,Antoine,M.,RN,Rassemblement National,6205,62,32,62005
5,BARBARIN,Olivier,M.,UG,Union de la gauche,6205,62,32,62005
1,DUMONT,Pierre-Henri,M.,LR,Les Républicains,6207,62,32,62007
3,DE FLEURIAN,Marc,M.,RN,Rassemblement National,6207,62,32,62007
1,EVRARD,Auguste,M.,RN,Rassemblement National,6208,62,32,62008
3,PETIT,Bertrand,M.,UG,Union de la gauche,6208,62,32,62008
1,COISNE,Hadrien,M.,ENS,Ensemble ! (Majorité présidentielle),6209,62,32,62009
4,PARMENTIER,Caroline,Mme,RN,Rassemblement National,6209,62,32,62009
2,RIBEIRO BILLET,Nathalie,Mme,RN,Rassemblement National,8001,80,32,80001
5,RUFFIN,François,M.,UG,Union de la gauche,8001,80,32,80001
3,TOUMI,Damien,M.,RN,Rassemblement National,8002,80,32,80002
6,DE JENLIS,Hubert,M.,ENS,Ensemble ! (Majorité présidentielle),8002,80,32,80002
7,HAMDANE,Zahia,Mme,UG,Union de la gauche,8002,80,32,80002
4,MAQUET,Emmanuel,M.,LR,Les Républicains,8003,80,32,80003
7,RENAULT,Matthias,M.,RN,Rassemblement National,8003,80,32,80003
2,GEST,Anthony,M.,ENS,Ensemble ! (Majorité présidentielle),8004,80,32,80004
5,TANGUY,Jean-Philippe,M.,RN,Rassemblement National,8004,80,32,80004
3,TERMET,Flavien,M.,RN,Rassemblement National,0801,08,44,08001
8,VUIBERT,Lionel,M.,ENS,Ensemble ! (Majorité présidentielle),0801,08,44,08001
3,MESTER,Pauline,Mme,RN,Rassemblement National,0802,08,44,08002
6,CORDIER,Pierre,M.,DVD,Divers droite,0802,08,44,08002
2,WARSMANN,Jean-Luc,M.,DVD,Divers droite,0803,08,44,08003
3,ROGER,Isabelle,Mme,RN,Rassemblement National,0803,08,44,08003
3,BAZIN-MALGRAS,Valérie,Mme,LR,Les Républicains,1002,10,44,10002
5,FERRAND,Albéric,M.,RN,Rassemblement National,1002,10,44,10002
1,GIRARDIN,Olivier,M.,UG,Union de la gauche,1003,10,44,10003
3,RANC,Angélique,Mme,RN,Rassemblement National,1003,10,44,10003
1,ALBERTINI,Xavier,M.,ENS,Ensemble ! (Majorité présidentielle),5101,51,44,51001
2,MEXIS,Adrien,M.,UXD,Union de l'extrême droite,5101,51,44,51001
5,FRIGOUT,Anne-Sophie,Mme,RN,Rassemblement National,5102,51,44,51002
7,MILLER,Laure,Mme,ENS,Ensemble ! (Majorité présidentielle),5102,51,44,51002
5,MICHELET,Maxime,M.,UXD,Union de l'extrême droite,5103,51,44,51003
6,GIRARDIN,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),5103,51,44,51003
5,MAGNIER,Lise,Mme,ENS,Ensemble ! (Majorité présidentielle),5104,51,44,51004
6,BISIAUX,Achille,M.,RN,Rassemblement National,5104,51,44,51004
2,BESSON,Thierry,M.,RN,Rassemblement National,5105,51,44,51005
4,DE COURSON,Charles,M.,DVC,Divers centre,5105,51,44,51005
4,BENTZ,Christophe,M.,RN,Rassemblement National,5201,52,44,52001
5,ABBA,Bérangère,Mme,ENS,Ensemble ! (Majorité présidentielle),5201,52,44,52001
1,MERCIER,Estelle,Mme,UG,Union de la gauche,5401,54,44,54001
4,MELET,Patricia,Mme,RN,Rassemblement National,5401,54,44,54001
1,MAILLOT,Geneviève,Mme,RN,Rassemblement National,5402,54,44,54002
3,LACRESSE,Emmanuel,M.,ENS,Ensemble ! (Majorité présidentielle),5402,54,44,54002
5,HABLOT,Stéphane,M.,UG,Union de la gauche,5402,54,44,54002
2,WEBER,Frédéric,M.,RN,Rassemblement National,5403,54,44,54003
4,ETIENNE,Martine,Mme,UG,Union de la gauche,5403,54,44,54003
4,BILDE,Dominique,Mme,RN,Rassemblement National,5404,54,44,54004
5,BAZIN,Thibault,M.,LR,Les Républicains,5404,54,44,54004
1,PECHER,Louis-Joseph,M.,EXD,Extrême droite,5405,54,44,54005
2,POTIER,Dominique,M.,UG,Union de la gauche,5405,54,44,54005
5,BOULOGNE,Anthony,M.,RN,Rassemblement National,5406,54,44,54006
7,FIAT,Caroline,Mme,UG,Union de la gauche,5406,54,44,54006
2,PANCHER,Bertrand,M.,DVD,Divers droite,5501,55,44,55001
6,AMBLARD,Maxime,M.,RN,Rassemblement National,5501,55,44,55001
2,BELHADDAD,Belkhir,M.,ENS,Ensemble ! (Majorité présidentielle),5701,57,44,57001
3,LALOUX,Grégoire,M.,RN,Rassemblement National,5701,57,44,57001
1,VOINCON,Marie-Claude,Mme,RN,Rassemblement National,5702,57,44,57002
3,MENDES,Ludovic,M.,ENS,Ensemble ! (Majorité présidentielle),5702,57,44,57002
1,CHOMARD,Victor,M.,RN,Rassemblement National,5703,57,44,57003
4,COLIN-OESTERLÉ,Nathalie,Mme,UDI,Union des Démocrates et Indépendants,5703,57,44,57003
6,DI FILIPPO,Fabien,M.,LR,Les Républicains,5704,57,44,57004
7,SIMON,Océane,Mme,RN,Rassemblement National,5704,57,44,57004
4,JENFT,Pascal,M.,RN,Rassemblement National,5705,57,44,57005
6,SEITLINGER,Vincent,M.,LR,Les Républicains,5705,57,44,57005
3,JACOBELLI,Laurent,M.,RN,Rassemblement National,5708,57,44,57008
4,LEGER,Céline,Mme,UG,Union de la gauche,5708,57,44,57008
1,PHILIPPO,Baptiste,M.,RN,Rassemblement National,5709,57,44,57009
4,RAUCH,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),5709,57,44,57009
11,LOOS,Etienne,M.,ENS,Ensemble ! (Majorité présidentielle),6701,67,44,67001
15,REGOL,Sandra,Mme,UG,Union de la gauche,6701,67,44,67001
1,JORON,Virginie,Mme,RN,Rassemblement National,6702,67,44,67002
3,FERNANDES,Emmanuel,M.,UG,Union de la gauche,6702,67,44,67002
10,BREITMAN,Rebecca,Mme,ENS,Ensemble ! (Majorité présidentielle),6702,67,44,67002
6,STUDER,Bruno,M.,ENS,Ensemble ! (Majorité présidentielle),6703,67,44,67003
8,SOTHER,Thierry,M.,UG,Union de la gauche,6703,67,44,67003
9,DÔ,Stéphanie,Mme,RN,Rassemblement National,6703,67,44,67003
2,DAUBENBERGER,Delphine,Mme,RN,Rassemblement National,6704,67,44,67004
7,BUFFET,Françoise,Mme,ENS,Ensemble ! (Majorité présidentielle),6704,67,44,67004
2,SITZENSTUHL,Charles,M.,ENS,Ensemble ! (Majorité présidentielle),6705,67,44,67005
5,ESTEVE,Thomas,M.,RN,Rassemblement National,6705,67,44,67005
1,MOREL,Louise,Mme,ENS,Ensemble ! (Majorité présidentielle),6706,67,44,67006
7,COUSSEDIERE,Vincent,M.,RN,Rassemblement National,6706,67,44,67006
1,HETZEL,Patrick,M.,LR,Les Républicains,6707,67,44,67007
6,KIEFFER,Denis,M.,RN,Rassemblement National,6707,67,44,67007
3,BERNHARDT,Théo,M.,RN,Rassemblement National,6708,67,44,67008
4,KOCHERT,Stéphanie,Mme,ENS,Ensemble ! (Majorité présidentielle),6708,67,44,67008
2,THIEBAUT,Vincent,M.,ENS,Ensemble ! (Majorité présidentielle),6709,67,44,67009
4,WOLFF,Marc,M.,RN,Rassemblement National,6709,67,44,67009
6,KLINKERT,Brigitte,Mme,ENS,Ensemble ! (Majorité présidentielle),6801,68,44,68001
7,GNAEDIG,Laurent,M.,RN,Rassemblement National,6801,68,44,68001
2,OTT,Hubert,M.,ENS,Ensemble ! (Majorité présidentielle),6802,68,44,68002
5,AUBERT,Nathalie,Mme,RN,Rassemblement National,6802,68,44,68002
8,ZIMMERMANN,Christian,M.,RN,Rassemblement National,6803,68,44,68003
9,LEMAIRE,Didier,M.,ENS,Ensemble ! (Majorité présidentielle),6803,68,44,68003
6,SCHELLENBERGER,Raphaël,M.,LR,Les Républicains,6804,68,44,68004
7,WILHELM,Marion,Mme,RN,Rassemblement National,6804,68,44,68004
4,PINTO,Pierre,M.,RN,Rassemblement National,6805,68,44,68005
6,BECHT,Olivier,M.,ENS,Ensemble ! (Majorité présidentielle),6805,68,44,68005
1,FUCHS,Bruno,M.,ENS,Ensemble ! (Majorité présidentielle),6806,68,44,68006
6,RITZ,Christelle,Mme,RN,Rassemblement National,6806,68,44,68006
2,FRANÇOIS,Pierre,M.,RN,Rassemblement National,8801,88,44,88001
3,VIRY,Stéphane,M.,DVD,Divers droite,8801,88,44,88001
1,DUSSAUSAYE,Gaëtan,M.,RN,Rassemblement National,8802,88,44,88002
6,VALENCE,David,M.,ENS,Ensemble ! (Majorité présidentielle),8802,88,44,88002
2,NAEGELEN,Christophe,M.,DVD,Divers droite,8803,88,44,88003
4,FRESSE,Pauline,Mme,RN,Rassemblement National,8803,88,44,88003
1,GAULTIER,Jean-Jacques,M.,LR,Les Républicains,8804,88,44,88004
6,HUMBERT,Sébastien,M.,RN,Rassemblement National,8804,88,44,88004
2,PECQUEUR,Bryan,M.,RN,Rassemblement National,4401,44,52,44001
3,BELHAMITI,Mounir,M.,ENS,Ensemble ! (Majorité présidentielle),4401,44,52,44001
5,BENBRAHIM,Karim,M.,UG,Union de la gauche,4401,44,52,44001
4,AMIOT,Ségolène,Mme,UG,Union de la gauche,4403,44,52,44003
5,ARC,Laurie,Mme,RN,Rassemblement National,4403,44,52,44003
6,ANNEREAU,Matthieu,M.,ENS,Ensemble ! (Majorité présidentielle),4403,44,52,44003
5,AMADOU,Aude,Mme,ENS,Ensemble ! (Majorité présidentielle),4404,44,52,44004
