Nom,Prenom,Civilite,LibNua,NumDepCand,Voix,RapVoixExp,CodCirc,NbVoix,RapportExprimes
NIKITOFF,Simeon,M.,Autre écologiste,140,         431,"   0,86",07802,431,0.86
AUTIER,Gisèle,Mme,Chasse-Pêche-Nature et Traditions,141,         200,"   0,40",07802,200,0.4
ABED ABASSI,Bau Abdallah,M.,Autre écologiste,151,           0,"   0,00",07802,0,0.0
CHERRIER,Monique,Mme,Autre écologiste,173,         135,"   0,27",07802,135,0.27
MORILLON,Philippe,M.,Union pour la démocratie française,175,       5 783,"  11,54",07802,5783,11.54
FONTANIE,Stéphanie,Mme,Mouvement national républicain,14,         271,"   0,60",07803,271,0.6
COUDENHOVE DE,Bénédicte,Mme,Front national,15,       3 330,"   7,43",07803,3330,7.43
DONZELLE,Angèle,Mme,Communiste,16,         533,"   1,19",07803,533,1.19
LARRAT,Philippe,M.,Lutte ouvrière,47,         243,"   0,54",07803,243,0.54
GEORGES,Bruno,M.,Mouvement pour la France,78,         401,"   0,89",07803,401,0.89
BRE BAYLE,Brigitte,Mme,Les Verts,79,       1 080,"   2,41",07803,1080,2.41
BOUILLARD-HECK,Catherine,Mme,Autre écologiste,91,         678,"   1,51",07803,678,1.51
CASTRIC,J.Pierre,M.,Autre écologiste,102,         198,"   0,44",07803,198,0.44
IDRAC,A.MARIE,Mme,Union pour la démocratie française,124,      15 342,"  34,22",07803,15342,34.22
PENEZ,Jacqueline,Mme,Socialiste,131,       8 007,"  17,86",07803,8007,17.86
DESSOY,Solange,Mme,Chasse-Pêche-Nature et Traditions,138,          92,"   0,21",07803,92,0.21
BIVER,Claude,M.,Pôle républicain,146,         307,"   0,68",07803,307,0.68
DESMOINEAUX,Jacques,M.,Divers,147,         245,"   0,55",07803,245,0.55
BRILLAULT,Philippe,M.,Union pour la majorité présidentielle,174,      14 100,"  31,45",07803,14100,31.45
BONNIVARD,Odile,Mme,Mouvement national républicain,34,         345,"   0,74",07804,345,0.74
LEQUILLER,PIERRE,M.,Union pour la majorité présidentielle,35,      25 893,"  55,28",07804,25893,55.28
PUECH,Françoise,Mme,Front national,36,       4 030,"   8,60",07804,4030,8.6
MAURICE,J.Pierre,M.,Lutte ouvrière,37,         242,"   0,52",07804,242,0.52
CLOAREC,Danielle,Mme,Extrême gauche,89,         152,"   0,32",07804,152,0.32
LOPES,Carlos,M.,Les Verts,96,       1 704,"   3,64",07804,1704,3.64
CHARDON,J.Frédéric,M.,Mouvement pour la France,103,         579,"   1,24",07804,579,1.24
FOULARD,Yves,M.,Divers gauche,115,         120,"   0,26",07804,120,0.26
PREVOST,Eric,M.,Communiste,133,         974,"   2,08",07804,974,2.08
FONTAINE,Olga,Mme,Socialiste,137,      10 889,"  23,25",07804,10889,23.25
GAGEY,Jérome,M.,Divers,143,         298,"   0,64",07804,298,0.64
NELSON,M.Luce,Mme,Pôle républicain,148,         704,"   1,50",07804,704,1.5
BOULIER,Brigitte,Mme,Ligue communiste révolutionnaire,157,         431,"   0,92",07804,431,0.92
CABEAU,Véronique,Mme,Autre écologiste,164,         421,"   0,90",07804,421,0.9
SANZ,Fabrice,M.,Divers,170,          55,"   0,12",07804,55,0.12
BAY,Nicolas,M.,Mouvement national républicain,17,         778,"   1,83",07805,778,1.83
LESTANG DE,Marie,Mme,Front national,48,       3 694,"   8,69",07805,3694,8.69
SUSANI,Bruno,M.,Socialiste,49,       9 129,"  21,48",07805,9129,21.48
RICARD,J.Henry,M.,Autre écologiste,50,         413,"   0,97",07805,413,0.97
MYARD,JACQUES,M.,Union pour la majorité présidentielle,51,      13 273,"  31,24",07805,13273,31.24
GUILLARD,Sylvia,Mme,Communiste,52,         891,"   2,10",07805,891,2.1
SURRY,Dominique,M.,Autre écologiste,53,         373,"   0,88",07805,373,0.88
LEPICIER,Alain,M.,Lutte ouvrière,54,         247,"   0,58",07805,247,0.58
MONTEL,Alain,M.,Pôle républicain,72,         539,"   1,27",07805,539,1.27
KOUBI,Philippe,M.,Ligue communiste révolutionnaire,93,         480,"   1,13",07805,480,1.13
PROST,Sylvie,Mme,Extrême gauche,94,         114,"   0,27",07805,114,0.27
LUANGPRASEUTH,Dominique,Mme,Les Verts,95,       1 141,"   2,69",07805,1141,2.69
PALAU,Mireille,Mme,Autre écologiste,104,         109,"   0,26",07805,109,0.26
SILVAIN,Benoit,M.,Divers,122,         883,"   2,08",07805,883,2.08
BEL,J.François,M.,Divers droite,123,      10 427,"  24,54",07805,10427,24.54
LAMY,Emmanuel,M.,Divers droite,9,       6 772,"  18,18",07806,6772,18.18
TANTURRI,M.José,Mme,Front national,10,       2 825,"   7,58",07806,2825,7.58
JOUET,Claire,Mme,Mouvement national républicain,11,         204,"   0,55",07806,204,0.55
EVARD,Brigitte,Mme,Lutte ouvrière,12,         190,"   0,51",07806,190,0.51
MORANGE,PIERRE,M.,Union pour la majorité présidentielle,13,      15 907,"  42,69",07806,15907,42.69
SAINT MARTIN DE,Eric,M.,Mouvement pour la France,55,         290,"   0,78",07806,290,0.78
TROUESSARD,David,M.,Extrême gauche,56,          58,"   0,16",07806,58,0.16
LAURENT,Jean,M.,Socialiste,84,       7 122,"  19,12",07806,7122,19.12
PICOT,Sylvie,Mme,Autre écologiste,117,         193,"   0,52",07806,193,0.52
LANGUEDOC,Diane,Mme,Pôle républicain,118,         650,"   1,74",07806,650,1.74
FRYDMAN,Nicole,Mme,Les Verts,128,       1 362,"   3,66",07806,1362,3.66
RAGOT,Rose-Marie,Mme,Divers,145,         104,"   0,28",07806,104,0.28
OUTREMAN,Alain,M.,Communiste,150,       1 581,"   4,24",07806,1581,4.24
MARTIN,Jeanne,Mme,Mouvement national républicain,8,         410,"   0,91",07807,410,0.91
BAECKEROOT,Myriam,Mme,Front national,57,       5 273,"  11,72",07807,5273,11.72
BELIER,Guy,M.,Lutte ouvrière,58,         350,"   0,78",07807,350,0.78
MARTIN,Joseph,M.,Mouvement pour la France,59,         352,"   0,78",07807,352,0.78
HUET,Claudine,Mme,Communiste,60,         994,"   2,21",07807,994,2.21
HAROUTEL,Gilles,M.,Pôle républicain,73,         661,"   1,47",07807,661,1.47
ESNOL,Philippe,M.,Socialiste,74,      13 156,"  29,25",07807,13156,29.25
DRIOT,M.Hélène,Mme,Les Verts,80,       1 665,"   3,70",07807,1665,3.7
CARDO,PIERRE,M.,Union pour la majorité présidentielle,109,      20 628,"  45,87",07807,20628,45.87
BELLEI,J.Pierre,M.,Chasse-Pêche-Nature et Traditions,130,         200,"   0,44",07807,200,0.44
CHOPARD,Eric,M.,Ligue communiste révolutionnaire,162,         675,"   1,50",07807,675,1.5
FOURCHON,Philippe,M.,Autre écologiste,167,         609,"   1,35",07807,609,1.35
SCHLEITER,Philippe,M.,Mouvement national républicain,4,         449,"   1,20",07808,449,1.2
 CHAISE DE LA,Ghislaine,Mme,Lutte ouvrière,5,         413,"   1,10",07808,413,1.1
ANDRE D',Hèlène,Mme,Front national,6,       6 106,"  16,26",07808,6106,16.26
BEDIER,Pierre,M.,Union pour la majorité présidentielle,7,      15 950,"  42,48",07808,15950,42.48
BOST,J.Marc,M.,Divers droite,61,         125,"   0,33",07808,125,0.33
VIAL,J.Christian,M.,Autre écologiste,77,         289,"   0,77",07808,289,0.77
PETIT,André,M.,Chasse-Pêche-Nature et Traditions,85,         378,"   1,01",07808,378,1.01
MOSCODIER,Bernard,M.,Autre écologiste,97,         436,"   1,16",07808,436,1.16
MARTIN,Maurice,M.,Extrême gauche,98,         205,"   0,55",07808,205,0.55
BAHIJ,Jamila,Mme,Divers,105,         250,"   0,67",07808,250,0.67
BIGOT,Guillaume,M.,Pôle républicain,119,         524,"   1,40",07808,524,1.4
HANNOUF,Noureddine,M.,Divers gauche,127,         109,"   0,29",07808,109,0.29
MORICE,Philippe,M.,Ligue communiste révolutionnaire,132,         588,"   1,57",07808,588,1.57
PEULVAST BERGEAL,ANNETTE,Mme,Socialiste,163,       9 207,"  24,52",07808,9207,24.52
SAINT-AMAUX,Jacques,M.,Communiste,166,       2 520,"   6,71",07808,2520,6.71
SOUVILLE,Séverine,Mme,Mouvement national républicain,62,         714,"   1,42",07809,714,1.42
LUGUET,Alain,M.,Lutte ouvrière,63,         676,"   1,34",07809,676,1.34
ANDRE D',J.Louis,M.,Front national,64,       7 904,"  15,71",07809,7904,15.71
CUQ,HENRI,M.,Union pour la majorité présidentielle,65,      24 021,"  47,74",07809,24021,47.74
DELARUE,Jean,M.,Extrême gauche,66,         325,"   0,65",07809,325,0.65
BISCHEROUR,Albert,M.,Les Verts,86,      11 979,"  23,81",07809,11979,23.81
FOURDACHON,Guy,M.,Chasse-Pêche-Nature et Traditions,106,         487,"   0,97",07809,487,0.97
HERVE,Armelle,Mme,Communiste,110,       1 570,"   3,12",07809,1570,3.12
JALENQUES,Odile,Mme,Mouvement pour la France,116,         365,"   0,73",07809,365,0.73
BOLEN,Jean,M.,Divers,154,         348,"   0,69",07809,348,0.69
BERTIN,Raymonde,Mme,Autre écologiste,155,         354,"   0,70",07809,354,0.7
BROCHOT-DENYS,Alain,M.,Pôle républicain,156,         307,"   0,61",07809,307,0.61
LAROCHE,Bernadette,Mme,Autre écologiste,159,         231,"   0,46",07809,231,0.46
LOPEZ,Maryse,Mme,Autre écologiste,165,         737,"   1,46",07809,737,1.46
FOUCHER,Christian,M.,Divers,171,         130,"   0,26",07809,130,0.26
MOJIKA,Rémy,M.,Autre écologiste,172,         173,"   0,34",07809,173,0.34
MALGHEM,Jocelyne,Mme,Mouvement national républicain,18,         461,"   0,72",07810,461,0.72
FISCHER,Didier,M.,Socialiste,19,      16 318,"  25,63",07810,16318,25.63
BOUTIN,CHRISTINE,Mme,Union pour la majorité présidentielle,20,      20 674,"  32,48",07810,20674,32.48
CHEVRIER,Philippe,M.,Front national,21,       6 341,"   9,96",07810,6341,9.96
VINCENTI,Francis,M.,Extrême gauche,22,         457,"   0,72",07810,457,0.72
DIDELOT,Alain,M.,Divers droite,23,         586,"   0,92",07810,586,0.92
POURSINOFF,Anny,Mme,Les Verts,67,       2 256,"   3,54",07810,2256,3.54
DUPREY,Christiane,Mme,Lutte ouvrière,68,         582,"   0,91",07810,582,0.91
TROTIGNON,J.Luc,M.,Pôle républicain,75,         926,"   1,45",07810,926,1.45
BRICAULT,Alain,M.,Divers droite,107,       9 886,"  15,53",07810,9886,15.53
MISEREY,Luc,M.,Communiste,120,       1 555,"   2,44",07810,1555,2.44
MANAS,Michel,M.,Chasse-Pêche-Nature et Traditions,126,         578,"   0,91",07810,578,0.91
DAVID,Lionel,M.,Autre écologiste,136,         840,"   1,32",07810,840,1.32
SICARD,Bertrand,M.,Autre écologiste,153,         337,"   0,53",07810,337,0.53
BOUR,Emmanuelle,Mme,Divers,158,       1 127,"   1,77",07810,1127,1.77
DESERT,Emmanuel,M.,Autre écologiste,168,         732,"   1,15",07810,732,1.15
FOURGOUS,J.Michel,M.,Union pour la majorité présidentielle,30,      12 441,"  38,15",07811,12441,38.15
 LE GUERINEL ,Pierre,M.,Union pour la démocratie française,31,       2 372,"   7,27",07811,2372,7.27
DUCHESNE,Guillaume,M.,Mouvement national républicain,32,         219,"   0,67",07811,219,0.67
TASCA,Catherine,Mme,Socialiste,33,      11 093,"  34,02",07811,11093,34.02
BIDEAU,J.Louis,M.,Front national,69,       2 845,"   8,72",07811,2845,8.72
EGASSE,Christine,Mme,Lutte ouvrière,70,         338,"   1,04",07811,338,1.04
DEMOINERET,Daniel,M.,Divers droite,71,         282,"   0,86",07811,282,0.86
COSTAIRE,Patrick,M.,Autre écologiste,90,         303,"   0,93",07811,303,0.93
SAIZ,Pedro,M.,Extrême gauche,111,         101,"   0,31",07811,101,0.31
MALINOSKY,Didier,M.,Ligue communiste révolutionnaire,112,         560,"   1,72",07811,560,1.72
GENDRON,J.Yves,M.,Communiste,125,       1 509,"   4,63",07811,1509,4.63
MERCIER,Josette,Mme,Autre écologiste,142,         424,"   1,30",07811,424,1.3
LACRAMPE-CUYAUBERE-FLIEUT,Nadine,Mme,Chasse-Pêche-Nature et Traditions,149,         124,"   0,38",07811,124,0.38
DELPONT,Paulette,Mme,Lutte ouvrière,2,         534,"   1,27",07812,534,1.27
RENAULT,J.Louis,M.,Front national,3,       4 222,"  10,04",07812,4222,10.04
POGGI,Hervé,M.,Autre écologiste,76,       1 022,"   2,43",07812,1022,2.43
RUBADO,Marc,M.,Autre écologiste,88,           0,"   0,00",07812,0,0.0
ARNULF,Claude,Mme,Pôle républicain,99,         818,"   1,94",07812,818,1.94
MOSNIER,Michel,M.,Mouvement national républicain,108,         481,"   1,14",07812,481,1.14
ANSELME,Alexandra,Mme,Mouvement pour la France,134,         695,"   1,65",07812,695,1.65
GUERIN,François,M.,Chasse-Pêche-Nature et Traditions,135,         187,"   0,44",07812,187,0.44
MASDEU ARUS,JACQUES,M.,Union pour la majorité présidentielle,152,      20 483,"  48,69",07812,20483,48.69
SENEVAT,Gérard,M.,Communiste,160,       1 245,"   2,96",07812,1245,2.96
BARKI,Pierre,M.,Divers,161,         333,"   0,79",07812,333,0.79
DORANGE,Alain,M.,Les Verts,169,      12 048,"  28,64",07812,12048,28.64
VEYSSIERE,MARINETTE,Mme,Extrême gauche,4,         249,"   0,62",07901,249,0.62
CHARBONNEAU,J.ROMEE,M.,Front national,6,       1 623,"   4,04",07901,1623,4.04
VEAUX,CHRISTIANE,Mme,Mouvement national républicain,13,          93,"   0,23",07901,93,0.23
HERNANDEZ,J.GABRIEL,M.,Autre écologiste,14,         219,"   0,55",07901,219,0.55
DUBREUIL,J.LOUIS,M.,Chasse-Pêche-Nature et Traditions,15,         404,"   1,01",07901,404,1.01
LEFEBVRE,JACQUELINE,Mme,Union pour la majorité présidentielle,17,       4 913,"  12,23",07901,4913,12.23
BALOGE,JEROME,M.,Pôle républicain,20,         424,"   1,06",07901,424,1.06
VALLEE,MARYSE,Mme,Lutte ouvrière,23,         366,"   0,91",07901,366,0.91
SICOT,GISELE,Mme,Ligue communiste révolutionnaire,30,         666,"   1,66",07901,666,1.66
BROSSARD,JACQUES,M.,Union pour la démocratie française,31,      12 642,"  31,47",07901,12642,31.47
GRAVAT,NICOLLE,Mme,Les Verts,33,       1 149,"   2,86",07901,1149,2.86
PERRIN GAILLARD,GENEVIEVE,Mme,Socialiste,35,      15 905,"  39,59",07901,15905,39.59
BAUDIN,DOMINIQUE,Mme,Communiste,39,         690,"   1,72",07901,690,1.72
CHALLET,RODOLPHE,M.,Socialiste,44,         832,"   2,07",07901,832,2.07
CHAUMERON,LUCIE,Mme,Front national,2,       2 433,"   5,15",07902,2433,5.15
ROYAL,SEGOLENE,Mme,Socialiste,5,      21 816,"  46,21",07902,21816,46.21
GRANDIN,PHILIPPE,M.,Mouvement pour la France,7,         503,"   1,07",07902,503,1.07
POUPINOT,NICOLE,Mme,Lutte ouvrière,10,         406,"   0,86",07902,406,0.86
GARAIN,J.LOUIS,M.,Ligue communiste révolutionnaire,16,         774,"   1,64",07902,774,1.64
FAVREAU,PIERRE,M.,Mouvement national républicain,24,         225,"   0,48",07902,225,0.48
CAUVIN,VALERIE,Mme,Union pour la majorité présidentielle,26,      16 148,"  34,21",07902,16148,34.21
BERNELAS,ALAIN,M.,Chasse-Pêche-Nature et Traditions,27,       1 162,"   2,46",07902,1162,2.46
BAUSSANT,JOCELYNE,Mme,Extrême gauche,28,         265,"   0,56",07902,265,0.56
PAILLAUD,GENEVIEVE,Mme,Les Verts,32,       1 220,"   2,58",07902,1220,2.58
MELANI,GUY,M.,Divers,38,       1 145,"   2,43",07902,1145,2.43
ROUVREAU,MAX,M.,Communiste,40,         789,"   1,67",07902,789,1.67
PELTIER,ERIC,M.,Divers,41,         320,"   0,68",07902,320,0.68
MESSEIN,COLETTE,Mme,Front national,8,       1 928,"   4,65",07903,1928,4.65
HERREN,HENRI,M.,Mouvement pour la France,9,         671,"   1,62",07903,671,1.62
MERLET,CHRISTOPHE,M.,Lutte ouvrière,11,         776,"   1,87",07903,776,1.87
RAUX,GEORGES,M.,Mouvement national républicain,12,         224,"   0,54",07903,224,0.54
MORISSET,J.MARIE,M.,Union pour la majorité présidentielle,22,      24 675,"  59,54",07903,24675,59.54
FORT,GAETAN,M.,Socialiste,29,       9 449,"  22,80",07903,9449,22.8
COUPEAU,DIDIER,M.,Les Verts,36,       1 860,"   4,49",07903,1860,4.49
FASANINO,DANIEL,M.,Communiste,37,         997,"   2,41",07903,997,2.41
ROY,MIREILLE,Mme,Chasse-Pêche-Nature et Traditions,43,         861,"   2,08",07903,861,2.08
DAVID,G.JOEL,M.,Front national,3,       1 984,"   4,42",07904,1984,4.42
BRIDIER,PAUL,M.,Mouvement pour la France,18,       1 135,"   2,53",07904,1135,2.53
MAURY,BRIGITTE,Mme,Divers droite,19,       4 191,"   9,34",07904,4191,9.34
FALIGANT,M.JOSE,Mme,Lutte ouvrière,21,       1 053,"   2,35",07904,1053,2.35
DUBREUIL,MICHEL,M.,Mouvement national républicain,25,         325,"   0,72",07904,325,0.72
GRELLIER,JEAN,M.,Socialiste,34,      14 405,"  32,09",07904,14405,32.09
DOUILLARD,M.THERESE,Mme,Chasse-Pêche-Nature et Traditions,42,         797,"   1,78",07904,797,1.78
ZEEKAFF,JEANNINE,Mme,Communiste,45,         622,"   1,39",07904,622,1.39
PAILLE,DOMINIQUE,M.,Union pour la majorité présidentielle,46,      20 379,"  45,40",07904,20379,45.4
MONTIGNY,J.PAUL,M.,Front national,1,       4 287,"  12,49",08001,4287,12.49
BOURGOIS,J.YVES,M.,Union pour la démocratie française,2,       5 742,"  16,73",08001,5742,16.73
MICHAUD,M.PAULE,Mme,Mouvement national républicain,3,         280,"   0,82",08001,280,0.82
PALENI,BRUNO,M.,Lutte ouvrière,4,         514,"   1,50",08001,514,1.5
DELARUE,HUBERT,M.,Union pour la majorité présidentielle,5,       4 393,"  12,80",08001,4393,12.8
CAYEUX,NICOLE,Mme,Chasse-Pêche-Nature et Traditions,20,       1 930,"   5,62",08001,1930,5.62
GOFFINON,SANDRINE,Mme,Pôle républicain,21,         294,"   0,86",08001,294,0.86
ABDELLATIF,ADNANE,M.,Divers,22,         605,"   1,76",08001,605,1.76
DEBORD,ERIC,M.,Les Verts,23,         809,"   2,36",08001,809,2.36
LAURENT,RICHARD,M.,Extrême droite,30,         402,"   1,17",08001,402,1.17
RABAUD,M.FRANCE,Mme,Ligue communiste révolutionnaire,57,         527,"   1,54",08001,527,1.54
LECUL,FRANCIS,M.,Socialiste,58,       5 715,"  16,65",08001,5715,16.65
GREMETZ,MAXIME,M.,Communiste,73,       8 369,"  24,38",08001,8369,24.38
VALLAS,JACQUES,M.,Rassemblement pour la France,74,         461,"   1,34",08001,461,1.34
ROBIEN DE,GILLES,M.,Union pour la démocratie française,6,      19 766,"  50,25",08002,19766,50.25
ROCHOWIAK-MOREAU,LISE,Mme,Socialiste,7,       8 653,"  22,00",08002,8653,22.0
LECLERC,NADINE,Mme,Lutte ouvrière,8,         628,"   1,60",08002,628,1.6
LUCAS,THIERRY,M.,Pôle républicain,24,         595,"   1,51",08002,595,1.51
DEMAY,GREGOIRE,M.,Mouvement national républicain,25,         213,"   0,54",08002,213,0.54
DEBEAUVAIS,FABIENNE,Mme,Communiste,32,       1 760,"   4,47",08002,1760,4.47
GUIFFRAY,MICHEL,M.,Mouvement pour la France,33,         316,"   0,80",08002,316,0.8
ELUARD,GUY,M.,Extrême droite,34,         282,"   0,72",08002,282,0.72
HUIART,NATHALIE,Mme,Chasse-Pêche-Nature et Traditions,47,         974,"   2,48",08002,974,2.48
DOLLE,FRANCIS,M.,Ligue communiste révolutionnaire,48,         635,"   1,61",08002,635,1.61
MENAGER-LEMAIRE,MAUD,Mme,Les Verts,59,       1 411,"   3,59",08002,1411,3.59
PAYET,LIONEL,M.,Front national,66,       4 104,"  10,43",08002,4104,10.43
LENGELE,CATHERINE,Mme,Front national,9,       4 099,"   8,59",08003,4099,8.59
DAUBY,CLAUDE,M.,Mouvement national républicain,11,         198,"   0,41",08003,198,0.41
BIGNON,JEROME,M.,Union pour la majorité présidentielle,12,      15 785,"  33,07",08003,15785,33.07
GEORGET,PASCALE,Mme,Lutte ouvrière,26,         682,"   1,43",08003,682,1.43
BENOIT,MAX,M.,Pôle républicain,35,         465,"   0,97",08003,465,0.97
ROUSSEL,GUY,M.,Communiste,36,       5 597,"  11,72",08003,5597,11.72
ROHR,JACQUES,M.,Extrême droite,37,         598,"   1,25",08003,598,1.25
EYCKMANS,LYDIE,Mme,Ligue communiste révolutionnaire,49,         475,"   1,00",08003,475,1.0
LOTTIN,NICOLAS,M.,Chasse-Pêche-Nature et Traditions,54,       6 986,"  14,63",08003,6986,14.63
PEILLON,VINCENT,M.,Socialiste,55,      12 309,"  25,79",08003,12309,25.79
POORTER DE,JACQUELINE,Mme,Les Verts,67,         543,"   1,14",08003,543,1.14
BRICOUR,JACQUELINE,Mme,Front national,13,       4 606,"   9,63",08004,4606,9.63
PALACIO,PAUL,M.,Lutte ouvrière,14,         612,"   1,28",08004,612,1.28
HART,JOEL,M.,Union pour la majorité présidentielle,27,      16 273,"  34,01",08004,16273,34.01
HAMMEL,FRANCIS,M.,Socialiste,28,      10 725,"  22,41",08004,10725,22.41
ROUSSELLE,M.CLAIRE,Mme,Mouvement national républicain,38,         284,"   0,59",08004,284,0.59
PILNIAK,JEAN,M.,Chasse-Pêche-Nature et Traditions,39,       6 364,"  13,30",08004,6364,13.3
DEFOSSE,RAYMOND,M.,Pôle républicain,40,         449,"   0,94",08004,449,0.94
SANTIAGO,CHRISTINE,Mme,Extrême droite,50,         710,"   1,48",08004,710,1.48
LEBLANC,CHANTAL,Mme,Communiste,60,       2 527,"   5,28",08004,2527,5.28
VAN ELSLANDE,LAURENT,M.,Ligue communiste révolutionnaire,64,         867,"   1,81",08004,867,1.81
LECUYER,REGIS,M.,Union pour la démocratie française,68,       3 797,"   7,93",08004,3797,7.93
GATARD,BEATRICE,Mme,Les Verts,69,         640,"   1,34",08004,640,1.34
FOURNET,FRANCINE,Mme,Front national,15,       5 638,"  13,63",08005,5638,13.63
DEMILLY,STEPHANE,M.,Union pour la démocratie française,16,      17 586,"  42,52",08005,17586,42.52
LALANCE,VIRGINIE,Mme,Pôle républicain,29,         409,"   0,99",08005,409,0.99
LAUNAY,HELENE,Mme,Lutte ouvrière,41,       1 150,"   2,78",08005,1150,2.78
LABOUR,M.FRANCOISE,Mme,Extrême droite,42,         440,"   1,06",08005,440,1.06
THIERY,LAURENCE,Mme,Ligue communiste révolutionnaire,51,         998,"   2,41",08005,998,2.41
MICHAUD,SYLVAIN,M.,Mouvement national républicain,56,         396,"   0,96",08005,396,0.96
KUMM,VALERIE,Mme,Socialiste,62,       8 341,"  20,17",08005,8341,20.17
GREVIN,J.LOUIS,M.,Chasse-Pêche-Nature et Traditions,65,       2 843,"   6,87",08005,2843,6.87
GALLOO,BRUNO,M.,Les Verts,71,         959,"   2,32",08005,959,2.32
CHAPUIS-ROUX,OLIVIER,M.,Communiste,72,       2 092,"   5,06",08005,2092,5.06
LEFEVRE,PATRICK,M.,Divers gauche,75,         510,"   1,23",08005,510,1.23
DALRUE,PATRICE,M.,Front national,17,       6 679,"  13,27",08006,6679,13.27
FLEURY,JACQUES,M.,Socialiste,18,      16 084,"  31,96",08006,16084,31.96
DAOUST,MARTINE,Mme,Pôle républicain,19,         441,"   0,88",08006,441,0.88
CARON,PATRICE,M.,Communiste,43,       1 174,"   2,33",08006,1174,2.33
AUMASSON,ELISABETH,Mme,Extrême droite,44,         985,"   1,96",08006,985,1.96
LISEK,JOSIANE,Mme,Chasse-Pêche-Nature et Traditions,45,       2 577,"   5,12",08006,2577,5.12
PUIG,YVES,M.,Lutte ouvrière,46,         662,"   1,32",08006,662,1.32
DACHEUX,PASCAL,M.,Les Verts,52,       1 189,"   2,36",08006,1189,2.36
EVRARD,MICKAEL,M.,Ligue communiste révolutionnaire,53,         704,"   1,40",08006,704,1.4
GEST,ALAIN,M.,Union pour la majorité présidentielle,63,      19 484,"  38,71",08006,19484,38.71
MARCEL,SYLVAIN,M.,Mouvement national républicain,70,         353,"   0,70",08006,353,0.7
QUILES,Paul,M.,Socialiste,1,      16 234,"  41,35",08101,16234,41.35
FOISSAC,Rolland,M.,Communiste,2,       3 511,"   8,94",08101,3511,8.94
MACHINAL,Béatrice,Mme,Mouvement national républicain,6,         342,"   0,87",08101,342,0.87
JEANJEAN,Gilles,M.,Ligue communiste révolutionnaire,10,         967,"   2,46",08101,967,2.46
CABROLIER,Frédéric,M.,Front national,18,       3 725,"   9,49",08101,3725,9.49
LOPEZ,Vincent,M.,Lutte ouvrière,30,         452,"   1,15",08101,452,1.15
RESPLANDY,Colette,Mme,Chasse-Pêche-Nature et Traditions,34,       1 078,"   2,75",08101,1078,2.75
PUYMORIN DE,Richard,M.,Union pour la majorité présidentielle,35,       5 562,"  14,17",08101,5562,14.17
GEFFRAY,Alain,M.,Pôle républicain,38,         399,"   1,02",08101,399,1.02
GRELET,Sandrine,Mme,Autre écologiste,49,         149,"   0,38",08101,149,0.38
MORENO,Jean-Pierre,M.,Autre écologiste,54,         398,"   1,01",08101,398,1.01
CROS,Guillaume,M.,Les Verts,55,       1 157,"   2,95",08101,1157,2.95
ESQUEVIN,Frédéric,M.,Divers droite,59,       5 290,"  13,47",08101,5290,13.47
JEAN-VOLDEMAR,Michaël,M.,Divers,67,           0,"   0,00",08101,0,0.0
PIQUER ,Alban,M.,Mouvement national républicain,5,         374,"   0,73",08102,374,0.73
REVEILLON,Catherine,Mme,Union pour la majorité présidentielle,8,      13 058,"  25,47",08102,13058,25.47
CARCENAC,Thierry,M.,Socialiste,9,      19 600,"  38,23",08102,19600,38.23
BOUTONNET,Marie-Christine,Mme,Front national,15,       5 993,"  11,69",08102,5993,11.69
VEZINET,Jean-Luc,M.,Extrême gauche,21,         272,"   0,53",08102,272,0.53
GAUTRONNEAU,Jean,M.,Les Verts,26,       1 361,"   2,65",08102,1361,2.65
CULIE,Marie-Claire,Mme,Communiste,29,       1 342,"   2,62",08102,1342,2.62
ETIENNE,Michel,M.,Lutte ouvrière,31,         405,"   0,79",08102,405,0.79
MATHIEU,Jacques,M.,Ligue communiste révolutionnaire,39,         976,"   1,90",08102,976,1.9
RIFA-BINET,Réjane,Mme,Régionaliste,44,         180,"   0,35",08102,180,0.35
BOYER,Jean-Louis,M.,Chasse-Pêche-Nature et Traditions,50,       1 310,"   2,56",08102,1310,2.56
LUTAUD,Nathalie,Mme,Extrême gauche,52,         102,"   0,20",08102,102,0.2
EMAILLE ,Christian,M.,Autre écologiste,53,         218,"   0,43",08102,218,0.43
SAUCEDO,Zulema,Mme,Pôle républicain,56,         375,"   0,73",08102,375,0.73
PRESSECQ,Philippe,M.,Divers,62,         287,"   0,56",08102,287,0.56
CANAC,Richard,M.,Union pour la démocratie française,66,       5 408,"  10,55",08102,5408,10.55
JEAN-VOLDEMAR,Yolande,Mme,Divers,68,           1,"   0,00",08102,1,0.0
RAYNAUD,Bernard,M.,Radical de gauche,3,       4 291,"  10,53",08103,4291,10.53
ANDRE,Colette,Mme,Mouvement national républicain,4,         199,"   0,49",08103,199,0.49
BUFFET,Patrice,M.,Mouvement pour la France,14,         135,"   0,33",08103,135,0.33
CANAC,Françoise,Mme,Front national,17,       4 109,"  10,08",08103,4109,10.08
MAYNADIER,Florence,Mme,Extrême gauche,20,         407,"   1,00",08103,407,1.0
MANGIARACINA,Jean-Jacques,M.,Divers gauche,32,         179,"   0,44",08103,179,0.44
TRESSENS,Chantal,Mme,Lutte ouvrière,36,         382,"   0,94",08103,382,0.94
LACOSTE,Yannick,M.,Ligue communiste révolutionnaire,41,         775,"   1,90",08103,775,1.9
