NbrIns,RapIns,CodCirc,Inscrits
      68 409," 100,00",05907,68409
      68 057," 100,00",05908,68057
      65 480," 100,00",05909,65480
      73 773," 100,00",05910,73773
      84 290," 100,00",05911,84290
      69 728," 100,00",05912,69728
      64 968," 100,00",05913,64968
      71 435," 100,00",05914,71435
      71 207," 100,00",05915,71207
      79 861," 100,00",05916,79861
      73 192," 100,00",05917,73192
      77 644," 100,00",05918,77644
      77 993," 100,00",05919,77993
      80 477," 100,00",05920,80477
      75 098," 100,00",05921,75098
      74 213," 100,00",05922,74213
      67 111," 100,00",05923,67111
      64 534," 100,00",05924,64534
      74 839," 100,00",06001,74839
      79 718," 100,00",06002,79718
      64 489," 100,00",06003,64489
      83 673," 100,00",06004,83673
      65 787," 100,00",06005,65787
      69 410," 100,00",06006,69410
      69 919," 100,00",06007,69919
      71 444," 100,00",06101,71444
      69 440," 100,00",06102,69440
      73 676," 100,00",06103,73676
      77 802," 100,00",06201,77802
      73 865," 100,00",06202,73865
      73 013," 100,00",06203,73013
      76 741," 100,00",06204,76741
      63 022," 100,00",06205,63022
      70 581," 100,00",06206,70581
      81 260," 100,00",06207,81260
      67 261," 100,00",06208,67261
      79 657," 100,00",06209,79657
      72 038," 100,00",06210,72038
      91 864," 100,00",06211,91864
      77 668," 100,00",06212,77668
      71 606," 100,00",06213,71606
      74 065," 100,00",06214,74065
      58 699," 100,00",06301,58699
      72 693," 100,00",06302,72693
      71 772," 100,00",06303,71772
      73 661," 100,00",06304,73661
      64 969," 100,00",06305,64969
      84 923," 100,00",06306,84923
      65 499," 100,00",06401,65499
      69 447," 100,00",06402,69447
      76 708," 100,00",06403,76708
      78 915," 100,00",06404,78915
      76 780," 100,00",06405,76780
      85 397," 100,00",06406,85397
      59 171," 100,00",06501,59171
      60 061," 100,00",06502,60061
      50 248," 100,00",06503,50248
      58 840," 100,00",06601,58840
      85 493," 100,00",06602,85493
      61 699," 100,00",06603,61699
      80 515," 100,00",06604,80515
      49 330," 100,00",06701,49330
      48 370," 100,00",06702,48370
      61 396," 100,00",06703,61396
     106 733," 100,00",06704,106733
      92 990," 100,00",06705,92990
      75 374," 100,00",06706,75374
      78 653," 100,00",06707,78653
      68 063," 100,00",06708,68063
      97 767," 100,00",06709,97767
      68 320," 100,00",06801,68320
      71 593," 100,00",06802,71593
      78 403," 100,00",06803,78403
      68 865," 100,00",06804,68865
      51 774," 100,00",06805,51774
      70 648," 100,00",06806,70648
      71 089," 100,00",06807,71089
      54 623," 100,00",06901,54623
      62 892," 100,00",06902,62892
      57 264," 100,00",06903,57264
      63 750," 100,00",06904,63750
      79 104," 100,00",06905,79104
      63 932," 100,00",06906,63932
      53 432," 100,00",06907,53432
      76 482," 100,00",06908,76482
      72 648," 100,00",06909,72648
      81 521," 100,00",06910,81521
      73 201," 100,00",06911,73201
      68 867," 100,00",06912,68867
      83 189," 100,00",06913,83189
      46 593," 100,00",06914,46593
      62 041," 100,00",07001,62041
      61 244," 100,00",07002,61244
      51 597," 100,00",07003,51597
      63 263," 100,00",07101,63263
      64 604," 100,00",07102,64604
      67 609," 100,00",07103,67609
      61 304," 100,00",07104,61304
      62 324," 100,00",07105,62324
      80 482," 100,00",07106,80482
      68 201," 100,00",07201,68201
      79 492," 100,00",07202,79492
      80 880," 100,00",07203,80880
      73 858," 100,00",07204,73858
      84 051," 100,00",07205,84051
      97 902," 100,00",07301,97902
      79 193," 100,00",07302,79193
      89 009," 100,00",07303,89009
      92 173," 100,00",07401,92173
      77 549," 100,00",07402,77549
      78 067," 100,00",07403,78067
      81 139," 100,00",07404,81139
      95 404," 100,00",07405,95404
      54 987," 100,00",07501,54987
      50 573," 100,00",07502,50573
      41 244," 100,00",07503,41244
      51 076," 100,00",07504,51076
      41 024," 100,00",07505,41024
      55 329," 100,00",07506,55329
      55 708," 100,00",07507,55708
      64 202," 100,00",07508,64202
      53 611," 100,00",07509,53611
      58 341," 100,00",07510,58341
      53 803," 100,00",07511,53803
      61 209," 100,00",07512,61209
      63 926," 100,00",07513,63926
      46 015," 100,00",07514,46015
      38 603," 100,00",07515,38603
      49 709," 100,00",07516,49709
      48 298," 100,00",07517,48298
      48 673," 100,00",07518,48673
      40 115," 100,00",07519,40115
      55 008," 100,00",07520,55008
      63 810," 100,00",07521,63810
      55 341," 100,00",07601,55341
      83 194," 100,00",07602,83194
      54 309," 100,00",07603,54309
      69 787," 100,00",07604,69787
      85 401," 100,00",07605,85401
      75 909," 100,00",07606,75909
      58 270," 100,00",07607,58270
      52 613," 100,00",07608,52613
      81 096," 100,00",07609,81096
      80 753," 100,00",07610,80753
      73 231," 100,00",07611,73231
      70 337," 100,00",07612,70337
      81 321," 100,00",07701,81321
      72 081," 100,00",07702,72081
      71 055," 100,00",07703,71055
      76 549," 100,00",07704,76549
      81 298," 100,00",07705,81298
      74 341," 100,00",07706,74341
      81 415," 100,00",07707,81415
      92 542," 100,00",07708,92542
      94 208," 100,00",07709,94208
      83 534," 100,00",07801,83534
      73 901," 100,00",07802,73901
      65 594," 100,00",07803,65594
      69 901," 100,00",07804,69901
      64 236," 100,00",07805,64236
      56 354," 100,00",07806,56354
      68 850," 100,00",07807,68850
      59 394," 100,00",07808,59394
      78 472," 100,00",07809,78472
      95 220," 100,00",07810,95220
      52 431," 100,00",07811,52431
      65 712," 100,00",07812,65712
      60 102," 100,00",07901,60102
      70 311," 100,00",07902,70311
      61 451," 100,00",07903,61451
      69 682," 100,00",07904,69682
      57 392," 100,00",08001,57392
      61 879," 100,00",08002,61879
      67 678," 100,00",08003,67678
      71 815," 100,00",08004,71815
      64 948," 100,00",08005,64948
      75 896," 100,00",08006,75896
      56 066," 100,00",08101,56066
      74 037," 100,00",08102,74037
      58 277," 100,00",08103,58277
      73 608," 100,00",08104,73608
      76 111," 100,00",08201,76111
      78 019," 100,00",08202,78019
      49 838," 100,00",08301,49838
      53 402," 100,00",08302,53402
     103 444," 100,00",08303,103444
     106 374," 100,00",08304,106374
      95 197," 100,00",08305,95197
     138 792," 100,00",08306,138792
     101 164," 100,00",08307,101164
      68 298," 100,00",08401,68298
     110 309," 100,00",08402,110309
      89 195," 100,00",08403,89195
      76 293," 100,00",08404,76293
      86 846," 100,00",08501,86846
      83 325," 100,00",08502,83325
      96 664," 100,00",08503,96664
      85 513," 100,00",08504,85513
      76 612," 100,00",08505,76612
      76 414," 100,00",08601,76414
      69 173," 100,00",08602,69173
      67 811," 100,00",08603,67811
      74 192," 100,00",08604,74192
      52 167," 100,00",08701,52167
      72 616," 100,00",08702,72616
      66 436," 100,00",08703,66436
      70 022," 100,00",08704,70022
      75 439," 100,00",08801,75439
      73 371," 100,00",08802,73371
      66 174," 100,00",08803,66174
      68 747," 100,00",08804,68747
      75 963," 100,00",08901,75963
      72 557," 100,00",08902,72557
      87 634," 100,00",08903,87634
      43 983," 100,00",09001,43983
      45 962," 100,00",09002,45962
      60 348," 100,00",09101,60348
      75 793," 100,00",09102,75793
      86 872," 100,00",09103,86872
      76 706," 100,00",09104,76706
      61 188," 100,00",09105,61188
      67 720," 100,00",09106,67720
      65 422," 100,00",09107,65422
      68 428," 100,00",09108,68428
      68 573," 100,00",09109,68573
      54 695," 100,00",09110,54695
      53 217," 100,00",09201,53217
      52 441," 100,00",09202,52441
      69 625," 100,00",09203,69625
      60 239," 100,00",09204,60239
      58 696," 100,00",09205,58696
      59 332," 100,00",09206,59332
      79 070," 100,00",09207,79070
      64 376," 100,00",09208,64376
      53 700," 100,00",09209,53700
      56 694," 100,00",09210,56694
      59 550," 100,00",09211,59550
      78 402," 100,00",09212,78402
      78 783," 100,00",09213,78783
      42 748," 100,00",09301,42748
      44 568," 100,00",09302,44568
      40 346," 100,00",09303,40346
      41 635," 100,00",09304,41635
      47 788," 100,00",09305,47788
      53 089," 100,00",09306,53089
      44 070," 100,00",09307,44070
      55 970," 100,00",09308,55970
      48 690," 100,00",09309,48690
      47 495," 100,00",09310,47495
      51 531," 100,00",09311,51531
      56 011," 100,00",09312,56011
      60 588," 100,00",09313,60588
      50 590," 100,00",09401,50590
      58 419," 100,00",09402,58419
      62 781," 100,00",09403,62781
      64 213," 100,00",09404,64213
      56 963," 100,00",09405,56963
      69 523," 100,00",09406,69523
      53 147," 100,00",09407,53147
      54 758," 100,00",09408,54758
      46 599," 100,00",09409,46599
      54 212," 100,00",09410,54212
      52 022," 100,00",09411,52022
      59 256," 100,00",09412,59256
      69 997," 100,00",09501,69997
      98 918," 100,00",09502,98918
      75 994," 100,00",09503,75994
      69 002," 100,00",09504,69002
      55 742," 100,00",09505,55742
      63 679," 100,00",09506,63679
      73 231," 100,00",09507,73231
      43 133," 100,00",09508,43133
      58 062," 100,00",09509,58062
      61 291," 100,00",97101,61291
      80 343," 100,00",97102,80343
      73 348," 100,00",97103,73348
      66 610," 100,00",97104,66610
      57 317," 100,00",97201,57317
      58 884," 100,00",97202,58884
      55 750," 100,00",97203,55750
      94 596," 100,00",97204,94596
      19 494," 100,00",97301,19494
      32 291," 100,00",97302,32291
      71 674," 100,00",97401,71674
      92 147," 100,00",97402,92147
     106 761," 100,00",97403,106761
      80 247," 100,00",97404,80247
      87 107," 100,00",97405,87107
       4 824," 100,00",97501,4824
      52 300," 100,00",97601,52300
       9 376," 100,00",98601,9376
      84 235," 100,00",98701,84235
      65 659," 100,00",98702,65659
      60 779," 100,00",98801,60779
      66 925," 100,00",98802,66925
