Nom,Prenom,Civilite,LibNua,NumDepCand,Voix,RapVoixExp,CodCirc,NbVoix,RapportExprimes
GODIN,ANDRE,M.,Socialiste,2,      19 817,"  42,60",00101,19817,42.6
BERTRAND,J.MICHEL,M.,Union pour la majorité présidentielle,3,      26 697,"  57,40",00101,26697,57.4
GUICHON,LUCIEN,M.,Union pour la majorité présidentielle,6,      25 811,"  61,89",00102,25811,61.89
DRUT-GORJU,ELIANE,Mme,Socialiste,22,      15 891,"  38,11",00102,15891,38.11
BERTRAND,HUBERT,M.,Radical de gauche,20,      16 094,"  40,08",00103,16094,40.08
BLANC,ETIENNE,M.,Union pour la majorité présidentielle,21,      24 060,"  59,92",00103,24060,59.92
VOISIN,MICHEL,M.,Union pour la majorité présidentielle,4,      33 671,"  63,50",00104,33671,63.5
RAYMOND,MICHEL,M.,Socialiste,36,      19 358,"  36,50",00104,19358,36.5
LAMANT,j.claude,M.,Divers droite,16,      18 454,"  45,61",00201,18454,45.61
DOSIERE,rené,M.,Socialiste,52,      22 010,"  54,39",00201,22010,54.39
GRZEGRZULKA,odette,Mme,Socialiste,2,      19 316,"  43,04",00202,19316,43.04
BERTRAND,xavier,M.,Union pour la majorité présidentielle,3,      25 565,"  56,96",00202,25565,56.96
GARIN,annick,Mme,Union pour la majorité présidentielle,30,      16 667,"  39,44",00203,16667,39.44
BALLIGAND,j.pierre,M.,Socialiste,58,      25 589,"  60,56",00203,25589,60.56
ERRASTI,edith,Mme,Union pour la majorité présidentielle,26,      19 662,"  45,37",00204,19662,45.37
DESALLANGRE,jacques,M.,Divers gauche,39,      23 673,"  54,63",00204,23673,54.63
BRIFFAUT,franck,M.,Front national,8,      10 065,"  26,61",00205,10065,26.61
DUTREIL,renaud,M.,Union pour la majorité présidentielle,10,      27 758,"  73,39",00205,27758,73.39
COLCOMBET,FRANCOIS,M.,Socialiste,3,      18 218,"  49,88",00301,18218,49.88
PERISSOL,Pierre-André,M.,Union pour la majorité présidentielle,26,      18 302,"  50,12",00301,18302,50.12
GOLDBERG,PIERRE,M.,Communiste,35,      21 231,"  50,08",00302,21231,50.08
DUGLERY,Daniel,M.,Union pour la majorité présidentielle,42,      21 167,"  49,92",00302,21167,49.92
SIMON,Yves,M.,Union pour la majorité présidentielle,1,      23 202,"  50,72",00303,23202,50.72
MAIRAL,Jean-Claude,M.,Communiste,4,      22 546,"  49,28",00303,22546,49.28
CHARASSE,GERARD,M.,Radical de gauche,24,      20 492,"  51,79",00304,20492,51.79
MALHURET,Claude,M.,Union pour la majorité présidentielle,52,      19 075,"  48,21",00304,19075,48.21
GALIZI,FRANCIS,M.,Union pour la majorité présidentielle,6,      16 379,"  49,21",00401,16379,49.21
BIANCO,J.LOUIS,M.,Socialiste,7,      16 907,"  50,79",00401,16907,50.79
SPAGNOU,DANIEL,M.,Union pour la majorité présidentielle,23,      20 402,"  59,91",00402,20402,59.91
HONDE,ROBERT,M.,Radical de gauche,31,      13 654,"  40,09",00402,13654,40.09
MARTINEZ,HENRIETTE,Mme,Union pour la majorité présidentielle,6,      17 655,"  52,70",00501,17655,52.7
CHEVALLIER,DANIEL,M.,Socialiste,9,      15 847,"  47,30",00501,15847,47.3
GIRAUD,JOEL,M.,Radical de gauche,1,      13 947,"  50,90",00502,13947,50.9
DUSSERRE,J.YVES,M.,Union pour la majorité présidentielle,10,      13 454,"  49,10",00502,13454,49.1
RIVIERE,JEROME,M.,Union pour la majorité présidentielle,12,      17 303,"  58,14",00601,17303,58.14
ALLEMAND,PATRICK,M.,Socialiste,87,      12 458,"  41,86",00601,12458,41.86
MARLAND,MURIEL,Mme,Union pour la majorité présidentielle,19,      16 431,"  46,09",00602,16431,46.09
MOTTARD,PATRICK,M.,Socialiste,42,      12 046,"  33,79",00602,12046,33.79
STIRBOIS,M.FRANCE,Mme,Front national,93,       7 176,"  20,13",00602,7176,20.13
SALLES,RUDY,M.,Union pour la démocratie française,14,      22 280,"  71,00",00603,22280,71.0
GERARD,ISABELLE,Mme,Front national,94,       9 101,"  29,00",00603,9101,29.0
MATHIEU,MONIQUE,Mme,Front national,22,      10 446,"  31,44",00604,10446,31.44
GUIBAL,J.CLAUDE,M.,Union pour la majorité présidentielle,39,      22 780,"  68,56",00604,22780,68.56
THIERY,JEAN,M.,Front national,7,      10 424,"  26,69",00605,10424,26.69
ESTROSI,CHRISTIAN,M.,Union pour la majorité présidentielle,45,      28 629,"  73,31",00605,28629,73.31
DAMIANI,ANTOINE,M.,Socialiste,51,      17 563,"  33,23",00606,17563,33.23
LUCA,LIONNEL,M.,Union pour la majorité présidentielle,96,      35 296,"  66,77",00606,35296,66.77
MALEN,J.PIERRE,M.,Front national,27,       8 719,"  27,83",00608,8719,27.83
BROCHAND,BERNARD,M.,Union pour la majorité présidentielle,75,      22 605,"  72,17",00608,22605,72.17
ASCHIERI,ANDRE,M.,Les Verts,41,      28 779,"  49,48",00609,28779,49.48
TABAROT,MICHELE,Mme,Union pour la majorité présidentielle,109,      29 385,"  50,52",00609,29385,50.52
TERRASSE,PASCAL,M.,Socialiste,1,      24 099,"  54,45",00701,24099,54.45
VALLA,MICHEL,M.,Union pour la majorité présidentielle,2,      20 159,"  45,55",00701,20159,45.55
ROLIN,CATHERINE,Mme,Socialiste,4,      22 835,"  46,16",00702,22835,46.16
WEBER,GERARD,M.,Union pour la majorité présidentielle,13,      26 634,"  53,84",00702,26634,53.84
FLORY,JEAN-CLAUDE,M.,Union pour la majorité présidentielle,7,      24 746,"  57,23",00703,24746,57.23
ALAIZE,STEPHANE,M.,Socialiste,31,      18 493,"  42,77",00703,18493,42.77
LEDOUX,CLAUDINE,Mme,Socialiste,1,      19 198,"  46,02",00801,19198,46.02
POLETTI,Bérengère,Mme,Union pour la majorité présidentielle,2,      22 522,"  53,98",00801,22522,53.98
VUILQUE,PHILIPPE,M.,Socialiste,6,      18 838,"  53,18",00802,18838,53.18
MATHOT,Philippe,M.,Union pour la majorité présidentielle,19,      16 583,"  46,82",00802,16583,46.82
BONREPAUX,AUGUSTIN,M.,Socialiste,1,      20 496,"  66,57",00901,20496,66.57
MARIS,YVES,M.,Union pour la majorité présidentielle,21,      10 294,"  33,43",00901,10294,33.43
NAYROU,HENRI,M.,Socialiste,2,      21 033,"  61,75",00902,21033,61.75
MAURAT,P.LOUIS,M.,Union pour la majorité présidentielle,11,      13 030,"  38,25",00902,13030,38.25
MICAUX,PIERRE,M.,Union pour la majorité présidentielle,17,      17 313,"  56,64",01001,17313,56.64
BRET,LINE,Mme,Socialiste,18,      13 252,"  43,36",01001,13252,43.36
FOURNIER,YVES,M.,Socialiste,13,      16 179,"  41,55",01002,16179,41.55
MATHIS,J.CLAUDE,M.,Union pour la majorité présidentielle,29,      22 760,"  58,45",01002,22760,58.45
BAROIN,FRANCOIS,M.,Union pour la majorité présidentielle,1,      23 467,"  62,98",01003,23467,62.98
DELPLANQUE,FRANCOISE,Mme,Les Verts,11,      13 795,"  37,02",01003,13795,37.02
LARRAT,Gérard,M.,Union pour la majorité présidentielle,1,      18 414,"  44,54",01101,18414,44.54
PEREZ,J.CLAUDE,M.,Socialiste,6,      22 924,"  55,46",01101,22924,55.46
BASCOU,JACQUES,M.,Socialiste,7,      34 244,"  55,91",01102,34244,55.91
PY,Michel,M.,Union pour la majorité présidentielle,8,      27 008,"  44,09",01102,27008,44.09
DENUX,Monique,Mme,Union pour la démocratie française,13,      19 261,"  41,80",01103,19261,41.8
DUPRE,J.PAUL,M.,Socialiste,14,      26 815,"  58,20",01103,26815,58.2
CLUZEL,ANNE-MARIE,Mme,Socialiste,28,      19 840,"  43,22",01201,19840,43.22
CENSI,YVES,M.,Union pour la majorité présidentielle,41,      26 068,"  56,78",01201,26068,56.78
ROQUES,SERGE,M.,Union pour la majorité présidentielle,7,      25 184,"  53,00",01202,25184,53.0
POUZOULET,J.PIERRE,M.,Socialiste,21,      22 333,"  47,00",01202,22333,47.0
GODFRAIN,JACQUES,M.,Union pour la majorité présidentielle,6,      28 993,"  61,46",01203,28993,61.46
FAUCONNIER,ALAIN,M.,Socialiste,26,      18 184,"  38,54",01203,18184,38.54
BLUM,ROLAND,M.,Union pour la majorité présidentielle,99,      17 879,"  60,18",01301,17879,60.18
CARLOTTI,M.ARLETTE,Mme,Socialiste,166,      11 829,"  39,82",01301,11829,39.82
MALAUZAT,GABRIEL,M.,Socialiste,52,       9 436,"  42,83",01303,9436,42.83
ROATTA,JEAN,M.,Union pour la majorité présidentielle,80,      12 595,"  57,17",01303,12595,57.17
BAUMANN,J.PIERRE,M.,Front national,60,       7 208,"  35,20",01304,7208,35.2
DUTOIT,FREDERIC,M.,Communiste,89,      13 272,"  64,80",01304,13272,64.8
MUSELIER,RENAUD,M.,Union pour la majorité présidentielle,4,      17 095,"  75,54",01305,17095,75.54
RAYE,M.ODILE,Mme,Front national,140,       5 534,"  24,46",01305,5534,24.46
TEISSIER,GUY,M.,Union pour la majorité présidentielle,29,      23 106,"  76,07",01306,23106,76.07
CARAYON,MICHELE,Mme,Front national,85,       7 269,"  23,93",01306,7269,23.93
RAVIER,STEPHANE,M.,Front national,26,       8 259,"  36,93",01307,8259,36.93
ANDRIEUX,SYLVIE,Mme,Socialiste,130,      14 105,"  63,07",01307,14105,63.07
DURBEC,STEPHANE,M.,Front national,93,       6 777,"  18,60",01308,6777,18.6
ROCCA SERRA,JACQUES,M.,Union pour la démocratie française,129,      13 426,"  36,84",01308,13426,36.84
MASSE,CHRISTOPHE,M.,Socialiste,194,      16 241,"  44,56",01308,16241,44.56
MELIN,JOELLE,Mme,Front national,2,      10 646,"  26,75",01309,10646,26.75
DEFLESSELLES,BERNARD,M.,Union pour la majorité présidentielle,92,      29 158,"  73,25",01309,29158,73.25
MALLIE,RICHARD,M.,Union pour la majorité présidentielle,75,      34 300,"  54,08",01310,34300,54.08
MEI,ROGER,M.,Communiste,77,      29 124,"  45,92",01310,29124,45.92
ANDREONI,SERGE,M.,Divers gauche,91,      20 258,"  40,68",01311,20258,40.68
KERT,CHRISTIAN,M.,Union pour la majorité présidentielle,132,      29 541,"  59,32",01311,29541,59.32
BURRONI,VINCENT,M.,Socialiste,70,      23 879,"  44,77",01312,23879,44.77
DIARD,ERIC,M.,Union pour la majorité présidentielle,196,      29 457,"  55,23",01312,29457,55.23
VAXES,MICHEL,M.,Communiste,73,      26 204,"  56,59",01313,26204,56.59
FRUCTUS,ARLETTE,Mme,Union pour la majorité présidentielle,94,      20 099,"  43,41",01313,20099,43.41
RUMANI ELBEZ,DANIELLE,Mme,Radical de gauche,8,      22 145,"  41,90",01314,22145,41.9
JOISSAINS MASINI,MARYSE,Mme,Union pour la majorité présidentielle,35,      30 701,"  58,10",01314,30701,58.1
VACHET,LEON,M.,Union pour la majorité présidentielle,47,      28 936,"  58,31",01315,28936,58.31
CHERUBINI,HERVE,M.,Socialiste,95,      20 691,"  41,69",01315,20691,41.69
CHASSAIN,ROLAND,M.,Union pour la majorité présidentielle,45,      23 439,"  50,98",01316,23439,50.98
VAUZELLE,MICHEL,M.,Socialiste,79,      22 540,"  49,02",01316,22540,49.02
DURON,PHILIPPE,M.,Socialiste,86,      20 728,"  49,86",01401,20728,49.86
LE BRETHON,Brigitte,Mme,Union pour la majorité présidentielle,87,      20 844,"  50,14",01401,20844,50.14
THOMAS,Rodolphe,M.,Union pour la démocratie française,21,      18 903,"  51,07",01402,18903,51.07
MEXANDEAU,LOUIS,M.,Socialiste,82,      18 112,"  48,93",01402,18112,48.93
LETEURTRE,Claude,M.,Union pour la démocratie française,41,      23 627,"  56,21",01403,23627,56.21
VALTER,Clotilde,Mme,Socialiste,83,      18 406,"  43,79",01403,18406,43.79
ROBERT-KERBRAT,M.Anne,Mme,Les Verts,65,      21 512,"  40,10",01405,21512,40.1
LEFRANC,J.Marc,M.,Union pour la démocratie française,95,      32 137,"  59,90",01405,32137,59.9
COUSIN,J.Yves,M.,Union pour la majorité présidentielle,18,      28 640,"  54,58",01406,28640,54.58
TOURRET,ALAIN,M.,Radical de gauche,76,      23 832,"  45,42",01406,23832,45.42
SOUCHON,RENE,M.,Socialiste,2,      17 805,"  42,95",01501,17805,42.95
COUSSAIN,YVES,M.,Union pour la majorité présidentielle,17,      23 652,"  57,05",01501,23652,57.05
VIOLLET,J.CLAUDE,M.,Socialiste,9,      19 246,"  51,05",01601,19246,51.05
BOLVIN,Jean-Michel,M.,Union pour la majorité présidentielle,21,      18 454,"  48,95",01601,18454,48.95
REYNAUD,M.LINE,Mme,Socialiste,6,      18 187,"  49,47",01602,18187,49.47
BOBE,Jacques,M.,Union pour la majorité présidentielle,20,      18 579,"  50,53",01602,18579,50.53
LAMBERT,JEROME,M.,Socialiste,23,      24 637,"  54,96",01603,24637,54.96
MICHAUD,Marie-France,Mme,Union pour la majorité présidentielle,53,      20 191,"  45,04",01603,20191,45.04
MIET,Brigitte,Mme,Union pour la majorité présidentielle,8,      15 006,"  40,99",01604,15006,40.99
BEAUCHAUD,J.CLAUDE,M.,Socialiste,26,      21 599,"  59,01",01604,21599,59.01
NORMANDIN,Catherine,Mme,Union pour la majorité présidentielle,2,      25 457,"  46,98",01701,25457,46.98
BONO,Maxime,M.,Socialiste,10,      28 725,"  53,02",01701,28725,53.02
BONNIN,André,M.,Socialiste,13,      23 132,"  46,45",01702,23132,46.45
LEONARD,J.Louis,M.,Union pour la majorité présidentielle,14,      26 671,"  53,55",01702,26671,53.55
ROUGER,JEAN,M.,Socialiste,17,      21 547,"  46,23",01703,21547,46.23
ROUX DE,Xavier,M.,Union pour la majorité présidentielle,21,      25 060,"  53,77",01703,25060,53.77
BUSSEREAU,DOMINIQUE,M.,Union pour la majorité présidentielle,3,      29 642,"  62,31",01704,29642,62.31
CALLAUD,Philippe,M.,Radical de gauche,22,      17 932,"  37,69",01704,17932,37.69
QUENTIN,DIDIER,M.,Union pour la majorité présidentielle,28,      33 340,"  64,76",01705,33340,64.76
JOLY,Régine,Mme,Socialiste,34,      18 144,"  35,24",01705,18144,35.24
FROMION,YVES,M.,Union pour la majorité présidentielle,8,      25 822,"  60,32",01801,25822,60.32
LEDOUX,ROGER,M.,Les Verts,20,      16 984,"  39,68",01801,16984,39.68
THOMAS RICHARD,FRANCK,M.,Union pour la majorité présidentielle,4,      17 202,"  44,35",01802,17202,44.35
SANDRIER,J.CLAUDE,M.,Communiste,13,      21 584,"  55,65",01802,21584,55.65
COSYNS,LOUIS,M.,Union pour la majorité présidentielle,6,      26 295,"  50,45",01803,26295,50.45
GALUT,YANN,M.,Socialiste,14,      25 825,"  49,55",01803,25825,49.55
DECAIE,J.Pierre,M.,Union pour la majorité présidentielle,28,      23 717,"  47,08",01901,23717,47.08
HOLLANDE,FRANCOIS,M.,Socialiste,33,      26 661,"  52,92",01901,26661,52.92
SOULIER,Frédéric,M.,Union pour la majorité présidentielle,2,      24 047,"  53,68",01902,24047,53.68
NAUCHE,PHILIPPE,M.,Socialiste,20,      20 748,"  46,32",01902,20748,46.32
DUPONT,J.PIERRE,M.,Union pour la majorité présidentielle,1,      21 066,"  56,80",01903,21066,56.8
BOURZAI,Bernadette,Mme,Socialiste,13,      16 024,"  43,20",01903,16024,43.2
REBSAMEN,FRANCOIS,M.,Socialiste,13,      19 235,"  47,26",02101,19235,47.26
DEPIERRE,BERNARD,M.,Union pour la majorité présidentielle,43,      21 465,"  52,74",02101,21465,52.74
NUDANT,J.MARC,M.,Union pour la majorité présidentielle,10,      19 520,"  56,79",02102,19520,56.79
POPARD,COLETTE,Mme,Socialiste,223,      14 851,"  43,21",02102,14851,43.21
DARCIAUX,C.ANNE,Mme,Socialiste,46,      18 096,"  50,68",02103,18096,50.68
BRENOT,LUCIEN,M.,Union pour la majorité présidentielle,103,      17 610,"  49,32",02103,17610,49.32
SUGUENOT,ALAIN,M.,Union pour la majorité présidentielle,52,      24 313,"  51,18",02105,24313,51.18
PATRIAT,FRANCOIS,M.,Socialiste,94,      23 194,"  48,82",02105,23194,48.82
BOUSQUET,Danielle,Mme,Socialiste,2,      29 804,"  55,02",02201,29804,55.02
DUBOIS,Mireille,Mme,Union pour la majorité présidentielle,11,      24 369,"  44,98",02201,24369,44.98
GAUBERT,Jean,M.,Socialiste,33,      29 752,"  50,12",02202,29752,50.12
VASPART,Michel,M.,Union pour la majorité présidentielle,54,      29 605,"  49,88",02202,29605,49.88
LE FUR,Marc,M.,Union pour la majorité présidentielle,1,      30 923,"  52,71",02203,30923,52.71
CHOUAT,Didier,M.,Socialiste,4,      27 739,"  47,29",02203,27739,47.29
OGET,M.Renée,Mme,Socialiste,39,      30 253,"  55,82",02204,30253,55.82
LE GOUX,J.Pierre,M.,Union pour la majorité présidentielle,49,      23 941,"  44,18",02204,23941,44.18
SALEUN,J.Renaud,M.,Union pour la majorité présidentielle,3,      32 059,"  49,08",02205,32059,49.08
GOURIOU,Alain,M.,Socialiste,6,      33 266,"  50,92",02205,33266,50.92
VERGNIER,Michel,M.,Socialiste,31,      18 570,"  55,78",02301,18570,55.78
FROMENT DE,Bernard,M.,Union pour la majorité présidentielle,34,      14 722,"  44,22",02301,14722,44.22
MOINE,Michel,M.,Socialiste,52,      15 337,"  44,85",02302,15337,44.85
AUCLAIR,Jean,M.,Union pour la majorité présidentielle,67,      18 862,"  55,15",02302,18862,55.15
DASSEUX,MICHEL,M.,Socialiste,9,      24 775,"  52,22",02401,24775,52.22
DELATTRE,NATHALIE,Mme,Union pour la majorité présidentielle,53,      22 671,"  47,78",02401,22671,47.78
GARRIGUE,DANIEL,M.,Union pour la majorité présidentielle,11,      27 178,"  54,61",02402,27178,54.61
LABARTHE,CECILE,Mme,Socialiste,36,      22 591,"  45,39",02402,22591,45.39
SAINT-SERNIN DE,FREDERIC,M.,Union pour la majorité présidentielle,6,      25 471,"  50,13",02403,25471,50.13
DUTIN,RENE,M.,Communiste,25,      25 339,"  49,87",02403,25339,49.87
PERETTI DE,J.JACQUES,M.,Union pour la majorité présidentielle,28,      27 695,"  47,30",02404,27695,47.3
PEIRO,GERMINAL,M.,Socialiste,32,      30 856,"  52,70",02404,30856,52.7
GIRARD,CLAUDE,M.,Union pour la majorité présidentielle,5,      20 730,"  52,20",02501,20730,52.2
FOUSSERET,J.LOUIS,M.,Socialiste,56,      18 980,"  47,80",02501,18980,47.8
DUVERGET,J.CLAUDE,M.,Union pour la majorité présidentielle,7,      21 132,"  47,44",02502,21132,47.44
GUINCHARD KUNSTLER,PAULETTE,Mme,Socialiste,46,      23 414,"  52,56",02502,23414,52.56
PARRENIN,JOSEPH,M.,Socialiste,50,      18 901,"  48,50",02503,18901,48.5
BONNOT,MARCEL,M.,Union pour la majorité présidentielle,62,      20 067,"  51,50",02503,20067,51.5
MOSCOVICI,PIERRE,M.,Socialiste,19,      18 706,"  49,78",02504,18706,49.78
THARIN,IRENE,Mme,Union pour la majorité présidentielle,48,      18 868,"  50,22",02504,18868,50.22
HUGOT,ROBERT,M.,Les Verts,22,      11 719,"  30,25",02505,11719,30.25
BINETRUY,J.MARIE,M.,Union pour la majorité présidentielle,41,      27 022,"  69,75",02505,27022,69.75
RIVASI,MICHELE,Mme,Socialiste,1,      17 993,"  44,01",02601,17993,44.01
LABAUNE,PATRICK,M.,Union pour la majorité présidentielle,5,      22 893,"  55,99",02601,22893,55.99
REYNIER,FRANCK,M.,Union pour la démocratie française,48,      20 821,"  47,61",02602,20821,47.61
BESSON,ERIC,M.,Socialiste,52,      22 907,"  52,39",02602,22907,52.39
MARITON,HERVE,M.,Union pour la majorité présidentielle,14,      30 258,"  52,51",02603,30258,52.51
GREGOIRE,MICHEL,M.,Socialiste,17,      27 366,"  47,49",02603,27366,47.49
BIANCHERI,GABRIEL,M.,Union pour la majorité présidentielle,20,      27 845,"  60,33",02604,27845,60.33
BERTHOLET,HENRI,M.,Socialiste,22,      18 312,"  39,67",02604,18312,39.67
DEBRE,J.LOUIS,M.,Union pour la majorité présidentielle,12,      27 152,"  61,73",02701,27152,61.73
MANSOURET,ANNE,Mme,Radical de gauche,29,      16 833,"  38,27",02701,16833,38.27
NICOLAS,J.PIERRE,M.,Union pour la majorité présidentielle,27,      21 238,"  50,71",02702,21238,50.71
RECOURS,ALFRED,M.,Socialiste,31,      20 642,"  49,29",02702,20642,49.29
MORIN,HERVE,M.,Union pour la démocratie française,7,      27 689,"  61,85",02703,27689,61.85
DESTANS,J.LOUIS,M.,Socialiste,17,      17 081,"  38,15",02703,17081,38.15
REBOLI,ERIC,M.,Union pour la majorité présidentielle,39,      20 109,"  46,38",02704,20109,46.38
LONCLE,FRANCOIS,M.,Socialiste,48,      23 250,"  53,62",02704,23250,53.62
GILARD,FRANCK,M.,Union pour la majorité présidentielle,4,      24 291,"  52,97",02705,24291,52.97
PICARD,CATHERINE,Mme,Socialiste,51,      21 570,"  47,03",02705,21570,47.03
LEMOINE,GEORGES,M.,Socialiste,3,      21 201,"  45,69",02801,21201,45.69
GORGES,J.Pierre,M.,Union pour la majorité présidentielle,16,      25 196,"  54,31",02801,25196,54.31
HESSEL,Birgitta,Mme,Socialiste,12,      12 779,"  37,44",02802,12779,37.44
HAMEL,GERARD,M.,Union pour la majorité présidentielle,13,      21 356,"  62,56",02802,21356,62.56
HOGUET,Patrick,M.,Union pour la majorité présidentielle,4,      21 181,"  53,08",02803,21181,53.08
HUWART,François,M.,Radical de gauche,7,      18 725,"  46,92",02803,18725,46.92
VENOT,Alain,M.,Union pour la majorité présidentielle,10,      22 872,"  58,49",02804,22872,58.49
AUBERT,M.HELENE,Mme,Les Verts,11,      16 232,"  41,51",02804,16232,41.51
RAMONET,MARCELLE,Mme,Union pour la majorité présidentielle,46,      28 344,"  51,90",02901,28344,51.9
LE BIGOT,DANIEL,M.,Les Verts,75,      26 270,"  48,10",02901,26270,48.1
PERON,CLAUDINE,Mme,Union pour la majorité présidentielle,15,      19 815,"  47,29",02902,19815,47.29
ADAM,PATRICIA,Mme,Socialiste,57,      22 085,"  52,71",02902,22085,52.71
CUILLANDRE,FRANCOIS,M.,Socialiste,10,      26 877,"  48,16",02903,26877,48.16
LAMOUR,MARGUERITE,Mme,Union pour la majorité présidentielle,82,      28 931,"  51,84",02903,28931,51.84
LEBRANCHU,MARYLISE,Mme,Socialiste,48,      28 877,"  52,92",02904,28877,52.92
CAROFF,GILLES,M.,Union pour la majorité présidentielle,53,      25 690,"  47,08",02904,25690,47.08
YAMGNANE,KOFI,M.,Socialiste,38,      29 865,"  49,86",02906,29865,49.86
MENARD,CHRISTIAN,M.,Union pour la majorité présidentielle,60,      30 031,"  50,14",02906,30031,50.14
TANGUY,HELENE,Mme,Union pour la majorité présidentielle,7,      27 489,"  53,30",02907,27489,53.3
LAZARD,JACQUELINE,Mme,Socialiste,79,      24 084,"  46,70",02907,24084,46.7
LE BRIS,GILBERT,M.,Socialiste,21,      26 278,"  50,97",02908,26278,50.97
TRICHE,J.YVONNE,Mme,Union pour la majorité présidentielle,47,      25 282,"  49,03",02908,25282,49.03
ROSSI,JOSE,M.,Union pour la majorité présidentielle,11,      10 469,"  42,93",02A01,10469,42.93
RENUCCI,SIMON,M.,Divers gauche,26,      13 915,"  57,07",02A01,13915,57.07
ROCCA SERRA DE,CAMILLE,M.,Divers droite,2,      13 248,"  57,53",02A02,13248,57.53
FELICIAGGI,ROBERT,M.,Divers droite,8,       9 779,"  42,47",02A02,9779,42.47
ZUCCARELLI,EMILE,M.,Radical de gauche,3,      14 274,"  51,35",02B01,14274,51.35
VENDASI,FRANCOIS,M.,Radical de gauche,19,      13 523,"  48,65",02B01,13523,48.65
PATRIARCHE,PAUL,M.,Union pour la majorité présidentielle,6,      15 167,"  42,39",02B02,15167,42.39
GIACOBBI,PAUL,M.,Radical de gauche,15,      20 613,"  57,61",02B02,20613,57.61
CLARY,ALAIN,M.,Communiste,78,      18 273,"  43,10",03001,18273,43.1
LACHAUD,YVAN,M.,Union pour la majorité présidentielle,83,      24 120,"  56,90",03001,24120,56.9
BERTHEZENE,FLORENCE,Mme,Front national,4,      12 582,"  20,63",03002,12582,20.63
MOURRUT,ETIENNE,M.,Union pour la majorité présidentielle,10,      25 649,"  42,05",03002,25649,42.05
FABRE PUJOL,ALAIN,M.,Socialiste,70,      22 770,"  37,33",03002,22770,37.33
ROUBAUD,J.MARC,M.,Union pour la majorité présidentielle,2,      28 333,"  43,88",03003,28333,43.88
REVOL,GERARD,M.,Socialiste,20,      24 356,"  37,72",03003,24356,37.72
BONNIEUX,FRANCOIS,M.,Front national,26,      11 873,"  18,39",03003,11873,18.39
ROUSTAN,MAX,M.,Union pour la majorité présidentielle,46,      25 625,"  52,19",03004,25625,52.19
MALAVIEILLE,PATRICK,M.,Communiste,82,      23 475,"  47,81",03004,23475,47.81
ALARY,DAMIEN,M.,Socialiste,15,      27 874,"  55,46",03005,27874,55.46
FOURNIER,ARIANE,Mme,Union pour la majorité présidentielle,16,      22 388,"  44,54",03005,22388,44.54
DOUSTE-BLAZY,PHILIPPE,M.,Union pour la majorité présidentielle,108,      18 410,"  50,84",03101,18410,50.84
LABEYRIE,PIERRE,M.,Les Verts,117,      17 802,"  49,16",03101,17802,49.16
BAPT,GERARD,M.,Socialiste,202,      32 173,"  51,46",03102,32173,51.46
DAMIN,DANIELE,Mme,Union pour la majorité présidentielle,206,      30 348,"  48,54",03102,30348,48.54
COHEN,PIERRE,M.,Socialiste,303,      26 552,"  51,05",03103,26552,51.05
MOUDENC,J-LUC,M.,Union pour la majorité présidentielle,320,      25 455,"  48,95",03103,25455,48.95
DIEBOLD,JEAN,M.,Union pour la majorité présidentielle,401,      15 029,"  50,88",03104,15029,50.88
BENAYOUN NAKACHE,YVETTE,Mme,Socialiste,417,      14 511,"  49,12",03104,14511,49.12
IMBERT,FRANCOISE,Mme,Socialiste,502,      41 539,"  56,88",03105,41539,56.88
CAZAUX DE,GENEVIEVE,Mme,Union pour la majorité présidentielle,505,      31 492,"  43,12",03105,31492,43.12
MIGNON,HELENE,Mme,Socialiste,602,      36 978,"  53,57",03106,36978,53.57
VEYRINAS DE,FRANCOISE,Mme,Union pour la majorité présidentielle,614,      32 053,"  46,43",03106,32053,46.43
LEMASLE,PATRICK,M.,Socialiste,706,      39 110,"  56,19",03107,39110,56.19
BASTIANI,J.PIERRE,M.,Union pour la majorité présidentielle,713,      30 497,"  43,81",03107,30497,43.81
IDIART,J.LOUIS,M.,Socialiste,802,      29 934,"  60,82",03108,29934,60.82
RETTIG,RENE,M.,Union pour la démocratie française,813,      19 287,"  39,18",03108,19287,39.18
BROUSSY,GENEVIEVE,Mme,Union pour la majorité présidentielle,8,      20 272,"  43,63",03201,20272,43.63
MARTIN,PHILIPPE,M.,Socialiste,29,      26 191,"  56,37",03201,26191,56.37
DUBRAC,GERARD,M.,Union pour la majorité présidentielle,3,      22 802,"  52,16",03202,22802,52.16
MONTANE,YVON,M.,Socialiste,28,      20 913,"  47,84",03202,20913,47.84
DESAIGUES,BEATRICE,Mme,Socialiste,22,      16 974,"  40,29",03301,16974,40.29
BOURRAGUE,CHANTAL,Mme,Union pour la majorité présidentielle,71,      25 151,"  59,71",03301,25151,59.71
JUPPE,ALAIN,M.,Union pour la majorité présidentielle,75,      16 122,"  55,49",03302,16122,55.49
PAOLETTI,MARION,Mme,Socialiste,148,      12 932,"  44,51",03302,12932,44.51
CAZABONNE,ALAIN,M.,Union pour la démocratie française,24,      17 828,"  45,36",03303,17828,45.36
MAMERE,NOEL,M.,Les Verts,98,      21 475,"  54,64",03303,21475,54.64
MARTIN,HUGUES,M.,Union pour la majorité présidentielle,66,      17 129,"  40,71",03304,17129,40.71
LACUEY,CONCHITA,Mme,Socialiste,67,      24 942,"  59,29",03304,24942,59.29
