CodCirc2,NumPanneauCand,position_t2,NbCand,NbVoix_t2,RapportExprimes_t2,CodNuaCand,position_t1,NbVoix_t1,RapportExprimes_t1,change,NbVoix_ecart,RapportExprimes_ecart
74005,3,2,2,25359,37.87,UXD,1,21822,32.1,True,3537,5.769999999999996
74006,1,1,2,31509,58.84,ENS,2,18805,34.68,True,12704,24.160000000000004
74006,5,2,2,22041,41.16,UXD,1,19639,36.21,True,2402,4.949999999999996
04001,5,1,2,21535,54.19,RN,1,18616,44.3,False,2919,9.89
04001,6,2,2,18206,45.81,UG,2,11457,27.26,False,6749,18.55
04002,2,1,2,21655,50.97,UXD,1,18314,40.89,False,3341,10.079999999999998
04002,4,2,2,20834,49.03,UG,2,14774,32.99,False,6060,16.04
05001,1,2,2,18955,48.36,RN,1,15772,38.24,True,3183,10.119999999999997
05001,3,1,2,20242,51.64,UG,2,12568,30.47,True,7674,21.17
05002,3,1,2,20509,56.35,UG,2,12661,32.7,True,7848,23.65
05002,5,2,2,15887,43.65,RN,1,13115,33.88,True,2772,9.769999999999996
06001,1,2,3,16077,32.13,UG,2,13499,26.62,False,2578,5.510000000000002
06001,4,3,3,11374,22.73,ENS,3,11558,22.79,False,-184,-0.05999999999999872
06001,7,1,3,22585,45.14,UXD,1,20809,41.04,False,1776,4.100000000000001
06002,1,2,2,18893,36.22,UG,2,11339,19.01,False,7554,17.209999999999997
06002,7,1,2,33273,63.78,RN,1,28676,48.08,False,4597,15.700000000000003
06003,3,2,2,24897,46.29,UG,2,15754,27.24,False,9143,19.05
06003,4,1,2,28884,53.71,UXD,1,23983,41.47,False,4901,12.240000000000002
06007,1,2,2,26672,41.27,RN,1,23921,36.32,True,2751,4.950000000000003
06007,6,1,2,37955,58.73,LR,2,16389,24.88,True,21566,33.849999999999994
06008,1,2,2,25278,47.43,RN,1,23010,42.74,True,2268,4.689999999999998
06008,2,1,2,28012,52.57,LR,2,15284,28.39,True,12728,24.18
06009,1,2,2,25206,47.01,RN,1,22921,42.31,True,2285,4.699999999999996
06009,3,1,2,28407,52.99,LR,2,18334,33.84,True,10073,19.15
13001,1,2,2,22367,44.14,UG,2,14340,26.9,False,8027,17.240000000000002
13001,2,1,2,28304,55.86,RN,1,24276,45.54,False,4028,10.32
13002,2,1,2,28677,53.64,UG,2,16740,28.49,True,11937,25.150000000000002
13002,4,2,2,24789,46.36,RN,1,18836,32.06,True,5953,14.299999999999997
13003,1,2,2,22034,49.07,UG,2,16642,35.68,False,5392,13.39
13003,7,1,2,22869,50.93,RN,1,19938,42.75,False,2931,8.18
13005,7,2,2,15638,34.05,RN,1,12938,25.77,True,2700,8.279999999999998
13005,10,1,2,30287,65.95,DVG,2,12271,24.44,True,18016,41.510000000000005
13006,2,1,2,24745,52.33,UXD,1,19151,38.27,False,5594,14.059999999999995
13006,10,2,2,22537,47.67,UG,2,14119,28.22,False,8418,19.450000000000003
13008,1,1,2,34269,50.24,RN,1,30987,44.63,False,3282,5.609999999999999
13008,4,2,2,33940,49.76,ENS,2,18563,26.73,False,15377,23.029999999999998
13009,2,2,2,26065,41.96,UG,2,15867,23.76,False,10198,18.2
13009,5,1,2,36050,58.04,RN,1,30188,45.2,False,5862,12.839999999999996
13010,2,1,2,41372,55.66,RN,1,37672,48.83,False,3700,6.829999999999998
13010,3,2,2,32960,44.34,ENS,2,16619,21.54,False,16341,22.800000000000004
13011,4,1,2,29570,50.23,UG,2,17374,27.54,True,12196,22.689999999999998
13011,5,2,2,29298,49.77,RN,1,24524,38.87,True,4774,10.900000000000006
13013,1,1,2,31084,52.87,RN,1,27908,47.53,False,3176,5.339999999999996
13013,4,2,2,27707,47.13,UG,2,21147,36.02,False,6560,11.11
13014,1,1,3,25880,37.26,UXD,1,21734,31.65,False,4146,5.609999999999999
13014,2,2,3,25022,36.03,UG,2,20242,29.48,False,4780,6.550000000000001
13014,3,3,3,18553,26.71,ENS,3,19853,28.91,False,-1300,-2.1999999999999993
13015,2,1,2,43745,65.18,RN,1,37493,49.48,False,6252,15.70000000000001
13015,4,2,2,23368,34.82,UG,2,15314,20.21,False,8054,14.61
13016,3,2,2,25296,43.87,UG,2,17896,29.92,False,7400,13.949999999999996
13016,5,1,2,32359,56.13,RN,1,28179,47.12,False,4180,9.010000000000005
83001,1,2,2,20622,47.15,RN,1,19233,42.28,True,1389,4.869999999999997
83001,3,1,2,23114,52.85,ENS,2,14270,31.37,True,8844,21.48
83003,2,1,2,35730,53.11,RN,1,32343,46.51,False,3387,6.600000000000001
83003,9,2,2,31543,46.89,ENS,2,14057,20.21,False,17486,26.68
83007,5,1,2,36043,55.81,RN,1,32748,48.3,False,3295,7.510000000000005
83007,10,2,2,28544,44.19,ENS,2,12567,18.53,False,15977,25.659999999999997
84001,2,2,2,18739,45.02,RN,1,15595,34.62,True,3144,10.400000000000006
84001,8,1,2,22883,54.98,UG,2,11155,24.76,True,11728,30.219999999999995
84002,6,1,2,31162,56.92,RN,1,26665,45.95,False,4497,10.969999999999999
84002,7,2,2,23583,43.08,UG,2,14421,24.85,False,9162,18.229999999999997
84004,3,1,2,35853,65.43,RN,1,30192,49.89,False,5661,15.540000000000006
84004,8,2,2,18946,34.57,UG,2,11887,19.64,False,7059,14.93
84005,1,1,2,29669,55.39,RN,1,25415,45.03,False,4254,10.36
84005,2,2,2,23891,44.61,UG,2,15329,27.16,False,8562,17.45
2A001,7,1,2,20893,63.2,ENS,2,10210,30.7,True,10683,32.5
2A001,8,2,2,12163,36.8,RN,1,10377,31.2,True,1786,5.599999999999998
2A002,1,1,2,23969,59.21,REG,2,10266,26.45,True,13703,32.760000000000005
2A002,5,2,2,16509,40.79,RN,1,13620,35.1,True,2889,5.689999999999998
2B001,2,1,2,24667,64.33,REG,1,11962,31.74,False,12705,32.59
2B001,8,2,2,13677,35.67,RN,2,10855,28.8,False,2822,6.870000000000001
2B002,2,2,2,20436,45.52,REG,2,12698,28.63,False,7738,16.890000000000004
2B002,3,1,2,24458,54.48,DVD,1,15100,34.05,False,9358,20.43
