Inscrits,CodCirc
104525,05601
93252,05602
83363,05603
87247,05604
81377,05605
87095,05606
74267,05701
75382,05702
72476,05703
69857,05704
75379,05705
73486,05706
79960,05707
76558,05708
73850,05709
70850,05710
55622,05801
60586,05802
53505,05803
58780,05901
73200,05902
64298,05903
72845,05904
88186,05905
81031,05906
71031,05907
71976,05908
69867,05909
78409,05910
86867,05911
70350,05912
65044,05913
74163,05914
74139,05915
82277,05916
75025,05917
79468,05918
80245,05919
82715,05920
78768,05921
75051,05922
66382,05923
65009,05924
79336,06001
83957,06002
69820,06003
88982,06004
69707,06005
73674,06006
73742,06007
72490,06101
70409,06102
74026,06103
79843,06201
76522,06202
75375,06203
78966,06204
64863,06205
73692,06206
85833,06207
69110,06208
80924,06209
72398,06210
96649,06211
78977,06212
72668,06213
75660,06214
61592,06301
76660,06302
74602,06303
77677,06304
66325,06305
88376,06306
68553,06401
74315,06402
80189,06403
80284,06404
82921,06405
91679,06406
60115,06501
63116,06502
53430,06503
66218,06601
96750,06602
65996,06603
87687,06604
52670,06701
52296,06702
66888,06703
114052,06704
99091,06705
80815,06706
82832,06707
70558,06708
104442,06709
71936,06801
74954,06802
83080,06803
72707,06804
54524,06805
74758,06806
77078,06807
63766,06901
71687,06902
67341,06903
75061,06904
83884,06905
74405,06906
60697,06907
82222,06908
80672,06909
89806,06910
80135,06911
73979,06912
91374,06913
50332,06914
63988,07001
64120,07002
51743,07003
67442,07101
64533,07102
66700,07103
61845,07104
64594,07105
85152,07106
71456,07201
82212,07202
84042,07203
78009,07204
86794,07205
109016,07301
84730,07302
95797,07303
104082,07401
86645,07402
86639,07403
93001,07404
106696,07405
63049,07501
53592,07502
43795,07503
59601,07504
49775,07505
66033,07506
63801,07507
70833,07508
61840,07509
65243,07510
59996,07511
67807,07512
70849,07513
50765,07514
43760,07515
55455,07516
56436,07517
55839,07518
48139,07519
65986,07520
75331,07521
61131,07601
87829,07602
56934,07603
72432,07604
89070,07605
79324,07606
59175,07607
52299,07608
85480,07609
84831,07610
75603,07611
73187,07612
88516,07701
77275,07702
76553,07703
82179,07704
92701,07705
81812,07706
88626,07707
111309,07708
107419,07709
91526,07801
77023,07802
69758,07803
75622,07804
70513,07805
60655,07806
75536,07807
67332,07808
86557,07809
101199,07810
58013,07811
71603,07812
64340,07901
73622,07902
61748,07903
70155,07904
60149,08001
64508,08002
68506,08003
73109,08004
66061,08005
78879,08006
57444,08101
79974,08102
59763,08103
80079,08104
82035,08201
84412,08202
51322,08301
56870,08302
111745,08303
121429,08304
108222,08305
163122,08306
107869,08307
71552,08401
120724,08402
97325,08403
82860,08404
95367,08501
91771,08502
108496,08503
90924,08504
79289,08505
82889,08601
73476,08602
67732,08603
75889,08604
54280,08701
74006,08702
66257,08703
72016,08704
76937,08801
75672,08802
67485,08803
69424,08804
79124,08901
73855,08902
93253,08903
46745,09001
47487,09002
67565,09101
83858,09102
93556,09103
84628,09104
65663,09105
73040,09106
71879,09107
73380,09108
74164,09109
60771,09110
59278,09201
62446,09202
81948,09203
67297,09204
68265,09205
65925,09206
82882,09207
67440,09208
60773,09209
66488,09210
65593,09211
85821,09212
85152,09213
50448,09301
50029,09302
45096,09303
45413,09304
53223,09305
60998,09306
49878,09307
60720,09308
55283,09309
52429,09310
58653,09311
61850,09312
69561,09313
54868,09401
64455,09402
68679,09403
70263,09404
61976,09405
77931,09406
58878,09407
61608,09408
51790,09409
61134,09410
57673,09411
64530,09412
76974,09501
114933,09502
83938,09503
71858,09504
64076,09505
72546,09506
80868,09507
48848,09508
65352,09509
62700,97101
88472,97102
81866,97103
70707,97104
60754,97201
61724,97202
62271,97203
103516,97204
22318,97301
40492,97302
83859,97401
108180,97402
126860,97403
93923,97404
100208,97405
64670,97601
68940,98801
76842,98802
93813,98701
73916,98702
4924,97501
11160,98601
