Inscrits,CodCirc
55214,09301
52134,09302
70715,09303
60162,09304
62241,09305
49966,09306
71233,09307
60135,09308
66536,09309
67064,09310
62048,09311
64452,09312
82696,09401
65093,09402
70806,09403
71848,09404
86113,09405
77995,09406
63664,09407
73789,09408
52760,09409
63302,09410
59907,09411
78698,09501
73472,09502
88016,09503
72614,09504
68075,09505
74709,09506
67930,09507
52042,09508
67835,09509
62833,09510
73177,97101
81530,97102
76925,97103
76388,97201
81694,97202
65816,97203
79003,97204
46389,97301
30823,97302
73995,97401
83831,97403
75798,97405
67878,97406
99095,97407
35601,97601
42001,97602
76406,98801
89311,98802
67136,98701
59478,98702
59645,98703
8984,98601
22738,97701
156645,09901
73229,09902
88405,09903
96964,09904
79530,09905
106689,09906
89089,09907
109389,09908
97068,09909
91324,09910
78893,09911
