Inscrits,CodCirc
76628,05405
87342,05406
78905,05501
61307,05502
98889,05601
98529,05602
86770,05603
102164,05604
80305,05605
89093,05606
88220,05701
76233,05702
74069,05703
81179,05704
74632,05705
72287,05706
91564,05707
91179,05708
97029,05709
78206,05801
86675,05802
60531,05901
87326,05902
96585,05903
97182,05904
96489,05905
84774,05906
72159,05907
69045,05908
89257,05909
80361,05910
90402,05911
93685,05912
90528,05913
98801,05914
95223,05915
83611,05916
75067,05917
92022,05918
79055,05919
80858,05920
81075,05921
80777,06001
86065,06002
71330,06003
90399,06004
71393,06005
74667,06006
75112,06007
71233,06101
68823,06102
72537,06103
103094,06201
84287,06202
87348,06203
87381,06204
89827,06205
89029,06206
92413,06207
93192,06208
79278,06209
89833,06210
94135,06211
94597,06212
80630,06301
85929,06302
86568,06303
95541,06304
100343,06305
68853,06401
77703,06402
81929,06403
80345,06404
85476,06405
94887,06406
88400,06501
88978,06502
67612,06601
89077,06602
80130,06603
92344,06604
63978,06701
71162,06702
68329,06703
89933,06704
98427,06705
91200,06706
84670,06707
92744,06708
88326,06709
74093,06801
91139,06802
83583,06803
99189,06804
78848,06805
92482,06806
68147,06901
74893,06902
70342,06903
79524,06904
80543,06905
78362,06906
64848,06907
98429,06908
85945,06909
89520,06910
85531,06911
76167,06912
79506,06913
70147,06914
88840,07001
91956,07002
72452,07101
81300,07102
83735,07103
81151,07104
91106,07105
72569,07201
83350,07202
84851,07203
78913,07204
87469,07205
82250,07301
75056,07302
70401,07303
71722,07304
93164,07401
90295,07402
75157,07403
80042,07404
89907,07405
75888,07406
76662,07501
71198,07502
65007,07503
67401,07504
70918,07505
73170,07506
72464,07507
80080,07508
66545,07509
66720,07510
69530,07511
71312,07512
72599,07513
69895,07514
73938,07515
66230,07516
55059,07517
64943,07518
64761,07601
91521,07602
69261,07603
88988,07604
94267,07605
110282,07606
89254,07607
70545,07608
92403,07609
105897,07610
67785,07701
78548,07702
72468,07703
85125,07704
78929,07705
74061,07706
81916,07707
82686,07708
82229,07709
78331,07710
62581,07711
81679,07801
83179,07802
81513,07803
76867,07804
72106,07805
74205,07806
78360,07807
71093,07808
89317,07809
86791,07810
65700,07811
66393,07812
88446,07901
97217,07902
85113,07903
85137,08001
75033,08002
84696,08003
82797,08004
81995,08005
83084,08101
102423,08102
98454,08103
86113,08201
89296,08202
73594,08301
87294,08302
97734,08303
99234,08304
91027,08305
108178,08306
101228,08307
99861,08308
72480,08401
80396,08402
70918,08403
86087,08404
78545,08405
102171,08501
97865,08502
113872,08503
94523,08504
80539,08505
77232,08601
75580,08602
74817,08603
75948,08604
84652,08701
96680,08702
83525,08703
76603,08801
74268,08802
66793,08803
67906,08804
78339,08901
77710,08902
89161,08903
47187,09001
47779,09002
70325,09101
87370,09102
92141,09103
92245,09104
66683,09105
76221,09106
71747,09107
75339,09108
76276,09109
60673,09110
59481,09201
63572,09202
76553,09203
70836,09204
68822,09205
73407,09206
83959,09207
67018,09208
61020,09209
71749,09210
67356,09211
89869,09212
86549,09213
55214,09301
51767,09302
70715,09303
60162,09304
62242,09305
49966,09306
70898,09307
60129,09308
66535,09309
67078,09310
62048,09311
64451,09312
82695,09401
65093,09402
70815,09403
71850,09404
86113,09405
78031,09406
63662,09407
73789,09408
53318,09409
63302,09410
59907,09411
78679,09501
73480,09502
88017,09503
72614,09504
68075,09505
74709,09506
67830,09507
52042,09508
67835,09509
62833,09510
73195,97101
81526,97102
76966,97103
66943,97104
76402,97201
81699,97202
65814,97203
79005,97204
46389,97301
30818,97302
73995,97401
84036,97402
83850,97403
94872,97404
75802,97405
67883,97406
99102,97407
35601,97601
41990,97602
76453,98801
89323,98802
67132,98701
59491,98702
60194,98703
4926,97501
8980,98601
22734,97701
156683,09901
73237,09902
88513,09903
96959,09904
79386,09905
106695,09906
89033,09907
109411,09908
96769,09909
91600,09910
79171,09911
