Inscrits,CodCirc
70918,07701
79727,07702
75457,07703
87942,07704
84878,07705
78121,07706
85368,07707
88870,07708
85973,07709
79365,07710
64893,07711
83490,07801
85418,07802
83239,07803
78497,07804
73783,07805
75704,07806
80615,07807
73870,07808
90984,07809
88764,07810
68015,07811
69005,07812
90237,07901
97376,07902
84788,07903
84286,08001
75487,08002
83768,08003
84023,08004
83763,08101
106014,08102
101429,08103
89975,08201
93323,08202
74842,08301
90541,08302
100775,08303
106143,08304
96236,08305
118392,08306
103503,08307
104360,08308
72991,08401
83311,08402
75602,08403
88777,08404
81870,08405
109665,08501
103480,08502
122015,08503
97892,08504
81455,08505
79559,08601
77522,08602
74026,08603
75658,08604
84743,08701
97461,08702
83058,08703
77078,08801
73261,08802
65649,08803
66558,08804
76916,08901
75693,08902
89140,08903
47838,09001
47495,09002
71200,09101
90740,09102
95817,09103
96489,09104
68395,09105
81934,09106
73663,09107
76458,09108
79287,09109
60911,09110
62486,09201
68008,09202
81072,09203
76175,09204
70370,09205
74305,09206
86690,09207
68751,09208
64985,09209
78974,09210
69273,09211
92856,09212
89108,09213
61804,09301
54143,09302
72572,09303
60977,09304
63848,09305
52593,09306
76062,09307
60133,09308
70180,09309
68698,09310
62665,09311
64794,09312
84680,09401
63379,09402
72165,09403
72739,09404
89457,09405
81289,09406
65556,09407
76749,09408
53666,09409
64439,09410
62446,09411
81549,09501
76522,09502
91577,09503
76061,09504
68484,09505
76438,09506
69585,09507
54554,09508
69985,09509
66540,09510
76233,97101
86978,97102
83684,97103
69233,97104
79425,97201
81667,97202
65399,97203
83734,97204
53662,97301
39422,97302
80506,97401
92710,97402
92752,97403
104970,97404
83173,97405
75862,97406
110366,97407
4974,97501
37956,97601
44845,97602
25414,97701
72585,98701
66706,98702
64425,98703
85146,98801
104634,98802
200179,09901
75022,09902
120692,09903
122756,09904
91291,09905
127470,09906
105946,09907
121386,09908
107778,09909
99956,09910
92761,09911
